"","HHID_panel","tempo","income2010","DSR2010","assets2010","DAR2010","income2016","DSR2016","assets2016","DAR2016","income2020","DSR2020","assets2020","DAR2020","cat_assets_b","cat_DAR_b","cat_DSR_b","cat_income_b","cat_assets_b","cat_DAR_b","cat_DSR_b","cat_income_b","clust"
"208","KAR26",1,82.5,0.218692,114.5,0.46288213,71.012657,0,401.58228,0.1180331,305.21738,0.091061786,1297.2826,0.13381819,"Inc","Dec","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","4"
"209","KAR26",2,82.5,0.218692,114.5,0.46288213,71.012657,0,401.58228,0.1180331,305.21738,0.091061786,1297.2826,0.13381819,"Inc","Inc","Sta","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Sta","cat_income_b_Inc","2"
"210","KAR27",1,86,0.47965115,280,0.83928573,291.26584,1.1839271,5216.6455,0.1892979,664.21741,0.050756894,841.79352,0.16785589,"Inc","Dec","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Inc","4"
"211","KAR27",2,86,0.47965115,280,0.83928573,291.26584,1.1839271,5216.6455,0.1892979,664.21741,0.050756894,841.79352,0.16785589,"Dec","Dec","Dec","Inc","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"212","KAR28",1,78,0.058974363,114,0.20175439,61.518986,0.12986678,107.02532,0.26629212,95.978264,0.44202983,123.58695,0.59391385,"Sta","Inc","Inc","Dec","cat_assets_b_Sta","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"213","KAR28",2,78,0.058974363,114,0.20175439,61.518986,0.12986678,107.02532,0.26629212,95.978264,0.44202983,123.58695,0.59391385,"Inc","Inc","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","4"
"214","KAR29",1,44,0,214,0.14018692,27.721518,0,120.25317,0,124.58967,0.1686549,251.19566,0.70263952,"Dec","Dec","Sta","Dec","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Sta","cat_income_b_Dec","2"
"215","KAR29",2,44,0,214,0.14018692,27.721518,0,120.25317,0,124.58967,0.1686549,251.19566,0.70263952,"Inc","Sta","Sta","Inc","cat_assets_b_Inc","cat_DAR_b_Sta","cat_DSR_b_Sta","cat_income_b_Inc","2"
"216","KAR3",1,56,0.59785712,240,0.20833331,192.1519,0,1139.2405,0,16.913044,0.096401021,384.78262,0.17802259,"Inc","Dec","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"217","KAR3",2,56,0.59785712,240,0.20833331,192.1519,0,1139.2405,0,16.913044,0.096401021,384.78262,0.17802259,"Dec","Sta","Sta","Dec","cat_assets_b_Dec","cat_DAR_b_Sta","cat_DSR_b_Sta","cat_income_b_Dec","2"
"218","KAR30",1,35,0.25857145,126,0.34920636,75.734177,0.33428046,155.6329,0.36560395,40.217392,0.25792235,275,0.24836364,"Inc","Sta","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Sta","cat_DSR_b_Inc","cat_income_b_Inc","2"
"219","KAR30",2,35,0.25857145,126,0.34920636,75.734177,0.33428046,155.6329,0.36560395,40.217392,0.25792235,275,0.24836364,"Inc","Dec","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","4"
"220","KAR31",2,NA,NA,NA,NA,130.37975,0.13288209,469.99997,0.14127661,22.445652,0,548.20654,0.15705758,"Inc","Inc","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Dec","4"
"221","KAR32",1,40,0.52392542,114,0.66228068,60.379749,0.71476662,115.63291,1.228889,32.989132,1.1200659,209.34784,0.24743508,"Sta","Inc","Inc","Inc","cat_assets_b_Sta","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","4"
"222","KAR32",2,40,0.52392542,114,0.66228068,60.379749,0.71476662,115.63291,1.228889,32.989132,1.1200659,209.34784,0.24743508,"Inc","Dec","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","4"
"223","KAR33",1,85,0.25436738,165.5,0.20543806,23.734177,0.13333334,77.151901,0.13868745,31.413044,1.5156167,180.10869,1.0449246,"Dec","Dec","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","4"
"224","KAR33",2,85,0.25436738,165.5,0.20543806,23.734177,0.13333334,77.151901,0.13868745,31.413044,1.5156167,180.10869,1.0449246,"Inc","Inc","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","4"
"225","KAR34",1,40.5,0.14037965,116,0.19827586,97.594933,0.1253891,100.12658,0.31659925,93.130432,0.1243478,335.59784,0.14541213,"Dec","Inc","Dec","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","1"
"226","KAR34",2,40.5,0.14037965,116,0.19827586,97.594933,0.1253891,100.12658,0.31659925,93.130432,0.1243478,335.59784,0.14541213,"Inc","Dec","Sta","Sta","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Sta","cat_income_b_Sta","3"
"227","KAR35",1,66,0.075757578,257.5,0.54368931,177.08859,0.12306634,742.40509,0.25565559,228.26086,0.13880028,1005.7065,0.14537044,"Inc","Dec","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Inc","4"
"228","KAR35",2,66,0.075757578,257.5,0.54368931,177.08859,0.12306634,742.40509,0.25565559,228.26086,0.13880028,1005.7065,0.14537044,"Inc","Dec","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Inc","4"
"229","KAR36",1,40,1.96875,351.5,0.9530583,105.82278,0.48338172,495.06329,0.62638456,95.86956,0,391.95654,1.385868,"Inc","Dec","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"230","KAR36",2,40,1.96875,351.5,0.9530583,105.82278,0.48338172,495.06329,0.62638456,95.86956,0,391.95654,1.385868,"Dec","Inc","Dec","Sta","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Sta","3"
"231","KAR37",2,NA,NA,NA,NA,43.670887,0.0081070568,83.132912,0.49559194,31.173914,0.54939044,198.42392,0.30641466,"Inc","Dec","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","4"
"232","KAR38",1,90,0.16399999,281.5,0.11722913,256.96204,0,263.16455,0.236734,33.586956,2.2006471,264.23914,0.24220484,"Sta","Inc","Dec","Inc","cat_assets_b_Sta","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","1"
"233","KAR38",2,90,0.16399999,281.5,0.11722913,256.96204,0,263.16455,0.236734,33.586956,2.2006471,264.23914,0.24220484,"Sta","Sta","Sta","Dec","cat_assets_b_Sta","cat_DAR_b_Sta","cat_DSR_b_Sta","cat_income_b_Dec","2"
"234","KAR39",2,NA,NA,NA,NA,327.84811,0.028122831,126.26582,1.7542357,73.586952,0.22820611,242.82608,0.61319607,"Inc","Dec","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","4"
"235","KAR4",2,NA,NA,NA,NA,524.05066,0.039624378,357.91141,0.35371885,230.67392,0.14843087,1182.3369,0.19537579,"Inc","Dec","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","4"
"236","KAR40",2,NA,NA,NA,NA,48.987343,0.089497827,179.11392,0.11277738,162.95651,0.31637537,924.40216,0.14452584,"Inc","Inc","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","4"
"237","KAR41",2,NA,NA,NA,NA,31.392405,0,57.278481,0.13268508,0.54347825,19.85294,193.04349,0.38022521,"Inc","Inc","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"238","KAR42",1,80,1.0193855,140.5,2.5978651,28.354429,0.36412197,173.92404,0.458821,255.65218,0.15949048,258.15216,0.81153697,"Inc","Dec","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","4"
"239","KAR42",2,80,1.0193855,140.5,2.5978651,28.354429,0.36412197,173.92404,0.458821,255.65218,0.15949048,258.15216,0.81153697,"Inc","Inc","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","1"
"240","KAR43",1,40,0.87564868,163.5,0.75229353,57.848103,0,371.83545,0.66561699,306,0.023207633,642.11957,0.10994837,"Inc","Dec","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"241","KAR43",2,40,0.87564868,163.5,0.75229353,57.848103,0,371.83545,0.66561699,306,0.023207633,642.11957,0.10994837,"Inc","Dec","Sta","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Sta","cat_income_b_Inc","2"
"242","KAR44",1,131,0.23026791,723.5,0.51002073,23.544304,0.63602149,68.354431,0.64955556,162.28261,0.080494955,579.72821,0.2435624,"Dec","Inc","Inc","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"243","KAR44",2,131,0.23026791,723.5,0.51002073,23.544304,0.63602149,68.354431,0.64955556,162.28261,0.080494955,579.72821,0.2435624,"Inc","Dec","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"244","KAR45",1,75,0.57926667,267,0.33333337,12.151899,0.9375,503.48102,0.37717408,300,0.23673418,486.95651,0.47766075,"Inc","Inc","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"245","KAR45",2,75,0.57926667,267,0.33333337,12.151899,0.9375,503.48102,0.37717408,300,0.23673418,486.95651,0.47766075,"Sta","Inc","Dec","Inc","cat_assets_b_Sta","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","1"
"246","KAR46",1,52,0.4615874,185,0.37297294,82.40506,0.16192538,521.13928,0.38262323,182.21739,0.15713814,856.68481,0.11346063,"Inc","Sta","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Sta","cat_DSR_b_Dec","cat_income_b_Inc","2"
"247","KAR46",2,52,0.4615874,185,0.37297294,82.40506,0.16192538,521.13928,0.38262323,182.21739,0.15713814,856.68481,0.11346063,"Inc","Dec","Sta","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Sta","cat_income_b_Inc","2"
"248","KAR47",1,65,0.069612302,108,0.15925926,70.379745,0.29106081,109.62025,0.46250579,32.989132,0.13495569,274.56522,0.68326211,"Sta","Inc","Inc","Sta","cat_assets_b_Sta","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Sta","3"
"249","KAR47",2,65,0.069612302,108,0.15925926,70.379745,0.29106081,109.62025,0.46250579,32.989132,0.13495569,274.56522,0.68326211,"Inc","Inc","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Dec","4"
"250","KAR48",1,54,0.023127289,447,0.3131991,50.506332,0,623.86078,0.45635185,39.804348,0.54614961,719.83698,0.37716874,"Inc","Inc","Dec","Sta","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Sta","3"
"251","KAR48",2,54,0.023127289,447,0.3131991,50.506332,0,623.86078,0.45635185,39.804348,0.54614961,719.83698,0.37716874,"Inc","Dec","Sta","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Sta","cat_income_b_Dec","2"
"252","KAR49",1,61,0.16393442,99.5,0.26130652,57.848103,0.26973116,138.79747,0.1484177,24.217392,1.8090023,541.3587,0.13336813,"Inc","Dec","Inc","Sta","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Sta","3"
"253","KAR49",2,61,0.16393442,99.5,0.26130652,57.848103,0.26973116,138.79747,0.1484177,24.217392,1.8090023,541.3587,0.13336813,"Inc","Dec","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","4"
"254","KAR5",2,NA,NA,NA,NA,125.44304,0.035317861,77.784813,0.39596418,119.02174,0.21005073,989.29352,0.14727682,"Inc","Dec","Inc","Sta","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Sta","3"
"255","KAR50",1,20,0.71437663,183,0.15300547,52.531647,0.044915661,31.582279,7.4662123,30.434782,0.57635635,120.65218,0.80562156,"Dec","Inc","Dec","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","1"
"256","KAR50",2,20,0.71437663,183,0.15300547,52.531647,0.044915661,31.582279,7.4662123,30.434782,0.57635635,120.65218,0.80562156,"Inc","Dec","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","4"
"257","KAR6",1,23,0.20314358,101,0.18514852,27.341772,0.43029204,69.493675,0.23743168,21.684784,0.84497309,185.86957,0.27869004,"Dec","Inc","Inc","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","4"
"258","KAR6",2,23,0.20314358,101,0.18514852,27.341772,0.43029204,69.493675,0.23743168,21.684784,0.84497309,185.86957,0.27869004,"Inc","Inc","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"259","KAR7",1,43,0.82607496,159,0.49056607,162.02531,0.35943308,160.75949,1.0431732,54.347828,0.20091096,187.88045,0.29167485,"Sta","Inc","Dec","Inc","cat_assets_b_Sta","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","1"
"260","KAR7",2,43,0.82607496,159,0.49056607,162.02531,0.35943308,160.75949,1.0431732,54.347828,0.20091096,187.88045,0.29167485,"Inc","Dec","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","4"
"261","KAR8",1,23,0.2888594,84,0.16666669,53.164558,0.023009252,74.177216,0.076843001,44.217392,0.19576293,204.94565,0.22347388,"Dec","Dec","Dec","Inc","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"262","KAR8",2,23,0.2888594,84,0.16666669,53.164558,0.023009252,74.177216,0.076843001,44.217392,0.19576293,204.94565,0.22347388,"Inc","Inc","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"263","KAR9",1,76,1.4011698,118.5,2.0253165,202.53165,0.330367,164.62025,1.345521,135.86957,0.073187418,256.03262,0.13357674,"Inc","Dec","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"264","KAR9",2,76,1.4011698,118.5,2.0253165,202.53165,0.330367,164.62025,1.345521,135.86957,0.073187418,256.03262,0.13357674,"Inc","Dec","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","4"
"265","KOR1",1,75,0.097799994,179,0.5865922,28.101267,1.555361,134.49367,1.803059,104.47174,0.45130444,583.58698,0.3356826,"Dec","Inc","Inc","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"266","KOR1",2,75,0.097799994,179,0.5865922,28.101267,1.555361,134.49367,1.803059,104.47174,0.45130444,583.58698,0.3356826,"Inc","Dec","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"267","KOR10",1,131,0.018244276,175,0.28914285,85.031647,0.10550951,146.07596,0.41553724,19.565218,0.25975496,62.989132,0.50326145,"Dec","Inc","Inc","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"268","KOR10",2,131,0.018244276,175,0.28914285,85.031647,0.10550951,146.07596,0.41553724,19.565218,0.25975496,62.989132,0.50326145,"Dec","Inc","Inc","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"269","KOR11",1,56,0.12482142,162,0.24074073,29.49367,0.8340475,345.44302,1.6491866,139.43478,0.33026087,440.59784,0.51861352,"Inc","Inc","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"270","KOR11",2,56,0.12482142,162,0.24074073,29.49367,0.8340475,345.44302,1.6491866,139.43478,0.33026087,440.59784,0.51861352,"Inc","Dec","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"271","KOR12",2,NA,NA,NA,NA,71.139244,0.22605555,323.67087,0.24438404,155.73914,0.12688172,1050.4891,0.15745045,"Inc","Dec","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"272","KOR13",2,NA,NA,NA,NA,56.708858,0.24991786,252.21519,0.25097615,12.967392,1.7673199,482.98914,0.11221784,"Inc","Dec","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","4"
"273","KOR14",1,46.098999,0.45046735,137,0.39416063,99.936707,0.39875481,403.48102,0.58044863,25.108696,0.43610275,310.65216,0.23305809,"Inc","Inc","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","1"
"274","KOR14",2,46.098999,0.45046735,137,0.39416063,99.936707,0.39875481,403.48102,0.58044863,25.108696,0.43610275,310.65216,0.23305809,"Dec","Dec","Sta","Dec","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Sta","cat_income_b_Dec","2"
"275","KOR15",1,66,0.22034849,221.5,0.10835215,53.924049,0.33148012,94.493675,1.4064431,189.36412,0.19901223,449.94568,1.3694987,"Dec","Inc","Inc","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"276","KOR15",2,66,0.22034849,221.5,0.10835215,53.924049,0.33148012,94.493675,1.4064431,189.36412,0.19901223,449.94568,1.3694987,"Inc","Sta","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Sta","cat_DSR_b_Dec","cat_income_b_Inc","2"
"277","KOR16",1,26,0.64911544,272,0.19117647,28.357595,0.012989622,479.55698,0.22437376,100.04348,0.16404702,392.55435,1.1213734,"Inc","Inc","Dec","Sta","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Sta","3"
"278","KOR16",2,26,0.64911544,272,0.19117647,28.357595,0.012989622,479.55698,0.22437376,100.04348,0.16404702,392.55435,1.1213734,"Dec","Inc","Inc","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","4"
"279","KOR17",1,46,0.25233707,71,0.94366193,34.873417,3.7064652,200.50632,4.087153,50.489132,0.084477447,305.86957,0.10298508,"Inc","Inc","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"280","KOR17",2,46,0.25233707,71,0.94366193,34.873417,3.7064652,200.50632,4.087153,50.489132,0.084477447,305.86957,0.10298508,"Inc","Dec","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"281","KOR18",2,NA,NA,NA,NA,65.126587,0.093357541,243.22784,0.54146761,22.478262,1.561283,321.68478,0.30029395,"Inc","Dec","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","4"
"282","KOR19",1,29,0.46837932,360,0.18194444,39.367088,0.21766825,159.49367,0.25769046,19.673914,0.081939675,101.3587,0.42522252,"Dec","Inc","Dec","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","1"
"283","KOR19",2,29,0.46837932,360,0.18194444,39.367088,0.21766825,159.49367,0.25769046,19.673914,0.081939675,101.3587,0.42522252,"Dec","Inc","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Dec","4"
"284","KOR2",1,50,0.35475877,212,0.49056607,104.43038,0.32624635,27.436708,2.307128,67.934784,0.013453565,125.27174,0.090203911,"Dec","Inc","Sta","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Sta","cat_income_b_Inc","2"
"285","KOR2",2,50,0.35475877,212,0.49056607,104.43038,0.32624635,27.436708,2.307128,67.934784,0.013453565,125.27174,0.090203911,"Inc","Dec","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","4"
"286","KOR20",1,95,0.094736844,431,0.34338748,37.341774,0.17464399,249.17722,0.88892555,26.826088,0.17448153,239.67392,0.20402722,"Dec","Inc","Inc","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"287","KOR20",2,95,0.094736844,431,0.34338748,37.341774,0.17464399,249.17722,0.88892555,26.826088,0.17448153,239.67392,0.20402722,"Sta","Dec","Sta","Dec","cat_assets_b_Sta","cat_DAR_b_Dec","cat_DSR_b_Sta","cat_income_b_Dec","2"
"288","KOR21",2,NA,NA,NA,NA,147.27847,0.036648519,191.32909,0.46307644,270.54346,0.05572544,1024.5652,0.21218757,"Inc","Dec","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Inc","4"
"289","KOR22",1,67,0.62962914,266.5,0.34333956,123.41772,0.061103202,0.63291138,64.937996,58.260868,0.086727336,306.68478,0.12912281,"Dec","Inc","Dec","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","1"
"290","KOR22",2,67,0.62962914,266.5,0.34333956,123.41772,0.061103202,0.63291138,64.937996,58.260868,0.086727336,306.68478,0.12912281,"Inc","Dec","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","4"
"291","KOR23",1,56.400002,0.34210992,222,0.42792794,102.15189,0.27364945,374.17722,0.51579839,153.99457,0.23841542,661.63043,0.80482996,"Inc","Inc","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","1"
"292","KOR23",2,56.400002,0.34210992,222,0.42792794,102.15189,0.27364945,374.17722,0.51579839,153.99457,0.23841542,661.63043,0.80482996,"Inc","Inc","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","1"
"293","KOR24",1,92,1.0742031,242,0.88016528,581.1709,0.035626128,1252.0253,0.71771711,434.78262,0.023254329,501.25,0.52049875,"Inc","Dec","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"294","KOR24",2,92,1.0742031,242,0.88016528,581.1709,0.035626128,1252.0253,0.71771711,434.78262,0.023254329,501.25,0.52049875,"Dec","Dec","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","4"
"295","KOR25",1,59,0.15254237,158,0.085443042,38.607594,0.18737707,70.569618,0.51155156,11.608696,0.36538088,512.44568,0.047809947,"Dec","Inc","Inc","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"296","KOR25",2,59,0.15254237,158,0.085443042,38.607594,0.18737707,70.569618,0.51155156,11.608696,0.36538088,512.44568,0.047809947,"Inc","Dec","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","4"
"297","KOR26",1,97,0.0049484535,234,0.36324787,85.759491,1.2583506,136.13925,1.8135841,28.565218,1.4484673,184.0761,0.65516382,"Dec","Inc","Inc","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"298","KOR26",2,97,0.0049484535,234,0.36324787,85.759491,1.2583506,136.13925,1.8135841,28.565218,1.4484673,184.0761,0.65516382,"Inc","Dec","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","4"
"299","KOR27",1,67,0.81220889,389,0.37275064,36.911392,0,478.79745,0.17188898,114.78261,0.033587664,310.32608,0.09538354,"Inc","Dec","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","4"
"300","KOR27",2,67,0.81220889,389,0.37275064,36.911392,0,478.79745,0.17188898,114.78261,0.033587664,310.32608,0.09538354,"Dec","Dec","Sta","Inc","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Sta","cat_income_b_Inc","2"
"301","KOR28",2,NA,NA,NA,NA,123.03797,0.093410656,209.62025,0.26571861,167.71739,0.25656983,561.84784,0.44193462,"Inc","Inc","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","4"
"302","KOR29",1,91,0.11346154,183,0.88524592,24.367088,0.54137045,177.97469,1.1035277,37.635868,0.21138464,109.40218,0.70748138,"Sta","Inc","Inc","Dec","cat_assets_b_Sta","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"303","KOR29",2,91,0.11346154,183,0.88524592,24.367088,0.54137045,177.97469,1.1035277,37.635868,0.21138464,109.40218,0.70748138,"Dec","Dec","Dec","Inc","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"304","KOR3",1,165,0.28719094,297.5,0.19495799,42.278484,0.15245223,157.65823,0.38120431,27.826088,0.027376749,151.46739,0.32944384,"Dec","Inc","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Dec","4"
"305","KOR3",2,165,0.28719094,297.5,0.19495799,42.278484,0.15245223,157.65823,0.38120431,27.826088,0.027376749,151.46739,0.32944384,"Sta","Dec","Dec","Dec","cat_assets_b_Sta","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","4"
"306","KOR30",1,217.60001,0.33313414,231,0.58441556,276.89874,0.1310799,68.670883,2.7639077,194.15218,0.24765736,306.57608,0.44328308,"Dec","Inc","Dec","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","1"
"307","KOR30",2,217.60001,0.33313414,231,0.58441556,276.89874,0.1310799,68.670883,2.7639077,194.15218,0.24765736,306.57608,0.44328308,"Inc","Dec","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","4"
