HHID_panel,tempo,income2010,DSR2010,assets2010,DAR2010,income2016,DSR2016,assets2016,DAR2016,income2020,DSR2020,assets2020,DAR2020,cat_assets_b,cat_DAR_b,cat_DSR_b,cat_income_b
KAR11,1,126,.0087301591,389.5,.35686779,145.56963,.1889234,806.70886,.43150634,24.72826,1.1155837,677.93481,.151637,Inc,Inc,Inc,Inc
KAR11,2,126,.0087301591,389.5,.35686779,145.56963,.1889234,806.70886,.43150634,24.72826,1.1155837,677.93481,.151637,Dec,Dec,Inc,Dec
KAR12,1,50,.65864062,201.5,.32009926,27.341772,1.3333335,394.93671,.21952885,72.586952,.12543641,655.70654,.06923829,Inc,Dec,Inc,Dec
KAR12,2,50,.65864062,201.5,.32009926,27.341772,1.3333335,394.93671,.21952885,72.586952,.12543641,655.70654,.06923829,Inc,Dec,Dec,Inc
KAR13,1,34,.27672324,92,.23369566,28.101267,.11928494,85.31646,1.6315726,65.760872,.092278033,193.20653,.28259915,Sta,Inc,Dec,Dec
KAR13,2,34,.27672324,92,.23369566,28.101267,.11928494,85.31646,1.6315726,65.760872,.092278033,193.20653,.28259915,Inc,Dec,Dec,Inc
KAR14,1,61,.1147541,192.5,.080519482,405.06329,.14964877,576.58228,.53782439,54.347828,.083242133,473.42389,.074140742,Inc,Inc,Inc,Inc
KAR14,2,61,.1147541,192.5,.080519482,405.06329,.14964877,576.58228,.53782439,54.347828,.083242133,473.42389,.074140742,Dec,Dec,Dec,Dec
KAR15,1,77,0,185,.051351354,99.974686,.010247057,214.6519,.44211116,14.619565,.30892193,146.84784,.22812729,Inc,Inc,Sta,Inc
KAR15,2,77,0,185,.051351354,99.974686,.010247057,214.6519,.44211116,14.619565,.30892193,146.84784,.22812729,Dec,Dec,Inc,Dec
KAR17,1,62,.3078675,184,.16304348,48.607597,.12965308,49.93671,.48261088,41.95652,.66347051,434.56522,.26325163,Dec,Inc,Dec,Dec
KAR17,2,62,.3078675,184,.16304348,48.607597,.12965308,49.93671,.48261088,41.95652,.66347051,434.56522,.26325163,Inc,Dec,Inc,Dec
KAR18,1,42,.44047618,132,.2651515,93.873421,.098467693,51.835445,.92793638,21.521738,1.2048054,90.86956,.82535887,Dec,Inc,Dec,Inc
KAR18,2,42,.44047618,132,.2651515,93.873421,.098467693,51.835445,.92793638,21.521738,1.2048054,90.86956,.82535887,Inc,Dec,Inc,Dec
KAR19,1,53,1.3206036,355.5,.39662448,29.113924,.35438439,151.89873,.44635001,24.091305,1.7138152,153.69565,1.2752476,Dec,Inc,Dec,Dec
KAR19,2,53,1.3206036,355.5,.39662448,29.113924,.35438439,151.89873,.44635001,24.091305,1.7138152,153.69565,1.2752476,Sta,Inc,Inc,Dec
KAR2,1,53,.1893585,252.5,.11881188,73.037979,.1057019,344.68353,.043518174,1062.5,.014910486,306.19568,.24592118,Inc,Dec,Dec,Inc
KAR2,2,53,.1893585,252.5,.11881188,73.037979,.1057019,344.68353,.043518174,1062.5,.014910486,306.19568,.24592118,Dec,Inc,Dec,Inc
KAR20,1,112,.21708946,97,.96391755,62.278481,.15037903,202.1519,.12515341,13.260869,.44262299,97.11956,.12252938,Inc,Dec,Dec,Dec
KAR20,2,112,.21708946,97,.96391755,62.278481,.15037903,202.1519,.12515341,13.260869,.44262299,97.11956,.12252938,Dec,Sta,Inc,Dec
KAR21,1,84,.0071428581,200,.22499999,6.0759497,.96768296,111.70886,.62394333,9.565218,1.5034823,98.152176,.58582503,Dec,Inc,Inc,Dec
KAR21,2,84,.0071428581,200,.22499999,6.0759497,.96768296,111.70886,.62394333,9.565218,1.5034823,98.152176,.58582503,Dec,Sta,Inc,Inc
KAR22,2,,,,,80.253166,.1652822,62.911392,.9346478,107.93478,.14515345,713.47827,.10357709,Inc,Dec,Dec,Inc
KAR23,1,40,.45271319,174,1.4367816,34.93671,1.240955,185.25887,.88146937,170.38043,.40204775,318.75,.68925494,Sta,Dec,Inc,Dec
KAR23,2,40,.45271319,174,1.4367816,34.93671,1.240955,185.25887,.88146937,170.38043,.40204775,318.75,.68925494,Inc,Dec,Dec,Inc
KAR24,2,,,,,100.63291,1.7776222,1112.9747,1.4502575,341.30435,0,408.69565,3.8764789,Dec,Inc,Dec,Inc
KAR25,1,42,.43501273,176,.49431819,37.974682,3.5359082,968.6709,.84941131,869.56525,.18241476,3589.3477,.19811399,Inc,Inc,Inc,Sta
KAR25,2,42,.43501273,176,.49431819,37.974682,3.5359082,968.6709,.84941131,869.56525,.18241476,3589.3477,.19811399,Inc,Dec,Dec,Inc
KAR26,1,82.5,.218692,114.5,.46288213,71.012657,0,401.58228,.1180331,305.21738,.091061786,1297.2826,.13381819,Inc,Dec,Dec,Dec
KAR26,2,82.5,.218692,114.5,.46288213,71.012657,0,401.58228,.1180331,305.21738,.091061786,1297.2826,.13381819,Inc,Inc,Sta,Inc
KAR27,1,86,.47965115,280,.83928573,291.26584,1.1839271,5216.6455,.1892979,664.21741,.050756894,841.79352,.16785589,Inc,Dec,Inc,Inc
KAR27,2,86,.47965115,280,.83928573,291.26584,1.1839271,5216.6455,.1892979,664.21741,.050756894,841.79352,.16785589,Dec,Dec,Dec,Inc
KAR28,1,78,.058974363,114,.20175439,61.518986,.12986678,107.02532,.26629212,95.978264,.44202983,123.58695,.59391385,Sta,Inc,Inc,Dec
KAR28,2,78,.058974363,114,.20175439,61.518986,.12986678,107.02532,.26629212,95.978264,.44202983,123.58695,.59391385,Inc,Inc,Inc,Inc
KAR29,1,44,0,214,.14018692,27.721518,0,120.25317,0,124.58967,.1686549,251.19566,.70263952,Dec,Dec,Sta,Dec
KAR29,2,44,0,214,.14018692,27.721518,0,120.25317,0,124.58967,.1686549,251.19566,.70263952,Inc,Sta,Sta,Inc
KAR3,1,56,.59785712,240,.20833331,192.1519,0,1139.2405,0,16.913044,.096401021,384.78262,.17802259,Inc,Dec,Dec,Inc
KAR3,2,56,.59785712,240,.20833331,192.1519,0,1139.2405,0,16.913044,.096401021,384.78262,.17802259,Dec,Sta,Sta,Dec
KAR30,1,35,.25857145,126,.34920636,75.734177,.33428046,155.6329,.36560395,40.217392,.25792235,275,.24836364,Inc,Sta,Inc,Inc
KAR30,2,35,.25857145,126,.34920636,75.734177,.33428046,155.6329,.36560395,40.217392,.25792235,275,.24836364,Inc,Dec,Dec,Dec
KAR31,2,,,,,130.37975,.13288209,469.99997,.14127661,22.445652,0,548.20654,.15705758,Inc,Inc,Dec,Dec
KAR32,1,40,.52392542,114,.66228068,60.379749,.71476662,115.63291,1.228889,32.989132,1.1200659,209.34784,.24743508,Sta,Inc,Inc,Inc
KAR32,2,40,.52392542,114,.66228068,60.379749,.71476662,115.63291,1.228889,32.989132,1.1200659,209.34784,.24743508,Inc,Dec,Inc,Dec
KAR33,1,85,.25436738,165.5,.20543806,23.734177,.13333334,77.151901,.13868745,31.413044,1.5156167,180.10869,1.0449246,Dec,Dec,Dec,Dec
KAR33,2,85,.25436738,165.5,.20543806,23.734177,.13333334,77.151901,.13868745,31.413044,1.5156167,180.10869,1.0449246,Inc,Inc,Inc,Inc
KAR34,1,40.5,.14037965,116,.19827586,97.594933,.1253891,100.12658,.31659925,93.130432,.1243478,335.59784,.14541213,Dec,Inc,Dec,Inc
KAR34,2,40.5,.14037965,116,.19827586,97.594933,.1253891,100.12658,.31659925,93.130432,.1243478,335.59784,.14541213,Inc,Dec,Sta,Sta
KAR35,1,66,.075757578,257.5,.54368931,177.08859,.12306634,742.40509,.25565559,228.26086,.13880028,1005.7065,.14537044,Inc,Dec,Inc,Inc
KAR35,2,66,.075757578,257.5,.54368931,177.08859,.12306634,742.40509,.25565559,228.26086,.13880028,1005.7065,.14537044,Inc,Dec,Inc,Inc
KAR36,1,40,1.96875,351.5,.9530583,105.82278,.48338172,495.06329,.62638456,95.86956,0,391.95654,1.385868,Inc,Dec,Dec,Inc
KAR36,2,40,1.96875,351.5,.9530583,105.82278,.48338172,495.06329,.62638456,95.86956,0,391.95654,1.385868,Dec,Inc,Dec,Sta
KAR37,2,,,,,43.670887,.0081070568,83.132912,.49559194,31.173914,.54939044,198.42392,.30641466,Inc,Dec,Inc,Dec
KAR38,1,90,.16399999,281.5,.11722913,256.96204,0,263.16455,.236734,33.586956,2.2006471,264.23914,.24220484,Sta,Inc,Dec,Inc
KAR38,2,90,.16399999,281.5,.11722913,256.96204,0,263.16455,.236734,33.586956,2.2006471,264.23914,.24220484,Sta,Sta,Sta,Dec
KAR39,2,,,,,327.84811,.028122831,126.26582,1.7542357,73.586952,.22820611,242.82608,.61319607,Inc,Dec,Inc,Dec
KAR4,2,,,,,524.05066,.039624378,357.91141,.35371885,230.67392,.14843087,1182.3369,.19537579,Inc,Dec,Inc,Dec
KAR40,2,,,,,48.987343,.089497827,179.11392,.11277738,162.95651,.31637537,924.40216,.14452584,Inc,Inc,Inc,Inc
KAR41,2,,,,,31.392405,0,57.278481,.13268508,.54347825,19.85294,193.04349,.38022521,Inc,Inc,Inc,Dec
KAR42,1,80,1.0193855,140.5,2.5978651,28.354429,.36412197,173.92404,.458821,255.65218,.15949048,258.15216,.81153697,Inc,Dec,Dec,Dec
KAR42,2,80,1.0193855,140.5,2.5978651,28.354429,.36412197,173.92404,.458821,255.65218,.15949048,258.15216,.81153697,Inc,Inc,Dec,Inc
KAR43,1,40,.87564868,163.5,.75229353,57.848103,0,371.83545,.66561699,306,.023207633,642.11957,.10994837,Inc,Dec,Dec,Inc
KAR43,2,40,.87564868,163.5,.75229353,57.848103,0,371.83545,.66561699,306,.023207633,642.11957,.10994837,Inc,Dec,Sta,Inc
KAR44,1,131,.23026791,723.5,.51002073,23.544304,.63602149,68.354431,.64955556,162.28261,.080494955,579.72821,.2435624,Dec,Inc,Inc,Dec
KAR44,2,131,.23026791,723.5,.51002073,23.544304,.63602149,68.354431,.64955556,162.28261,.080494955,579.72821,.2435624,Inc,Dec,Dec,Inc
KAR45,1,75,.57926667,267,.33333337,12.151899,.9375,503.48102,.37717408,300,.23673418,486.95651,.47766075,Inc,Inc,Inc,Dec
KAR45,2,75,.57926667,267,.33333337,12.151899,.9375,503.48102,.37717408,300,.23673418,486.95651,.47766075,Sta,Inc,Dec,Inc
KAR46,1,52,.4615874,185,.37297294,82.40506,.16192538,521.13928,.38262323,182.21739,.15713814,856.68481,.11346063,Inc,Sta,Dec,Inc
KAR46,2,52,.4615874,185,.37297294,82.40506,.16192538,521.13928,.38262323,182.21739,.15713814,856.68481,.11346063,Inc,Dec,Sta,Inc
KAR47,1,65,.069612302,108,.15925926,70.379745,.29106081,109.62025,.46250579,32.989132,.13495569,274.56522,.68326211,Sta,Inc,Inc,Sta
KAR47,2,65,.069612302,108,.15925926,70.379745,.29106081,109.62025,.46250579,32.989132,.13495569,274.56522,.68326211,Inc,Inc,Dec,Dec
KAR48,1,54,.023127289,447,.3131991,50.506332,0,623.86078,.45635185,39.804348,.54614961,719.83698,.37716874,Inc,Inc,Dec,Sta
KAR48,2,54,.023127289,447,.3131991,50.506332,0,623.86078,.45635185,39.804348,.54614961,719.83698,.37716874,Inc,Dec,Sta,Dec
KAR49,1,61,.16393442,99.5,.26130652,57.848103,.26973116,138.79747,.1484177,24.217392,1.8090023,541.3587,.13336813,Inc,Dec,Inc,Sta
KAR49,2,61,.16393442,99.5,.26130652,57.848103,.26973116,138.79747,.1484177,24.217392,1.8090023,541.3587,.13336813,Inc,Dec,Inc,Dec
KAR5,2,,,,,125.44304,.035317861,77.784813,.39596418,119.02174,.21005073,989.29352,.14727682,Inc,Dec,Inc,Sta
KAR50,1,20,.71437663,183,.15300547,52.531647,.044915661,31.582279,7.4662123,30.434782,.57635635,120.65218,.80562156,Dec,Inc,Dec,Inc
KAR50,2,20,.71437663,183,.15300547,52.531647,.044915661,31.582279,7.4662123,30.434782,.57635635,120.65218,.80562156,Inc,Dec,Inc,Dec
KAR6,1,23,.20314358,101,.18514852,27.341772,.43029204,69.493675,.23743168,21.684784,.84497309,185.86957,.27869004,Dec,Inc,Inc,Inc
KAR6,2,23,.20314358,101,.18514852,27.341772,.43029204,69.493675,.23743168,21.684784,.84497309,185.86957,.27869004,Inc,Inc,Inc,Dec
KAR7,1,43,.82607496,159,.49056607,162.02531,.35943308,160.75949,1.0431732,54.347828,.20091096,187.88045,.29167485,Sta,Inc,Dec,Inc
KAR7,2,43,.82607496,159,.49056607,162.02531,.35943308,160.75949,1.0431732,54.347828,.20091096,187.88045,.29167485,Inc,Dec,Dec,Dec
KAR8,1,23,.2888594,84,.16666669,53.164558,.023009252,74.177216,.076843001,44.217392,.19576293,204.94565,.22347388,Dec,Dec,Dec,Inc
KAR8,2,23,.2888594,84,.16666669,53.164558,.023009252,74.177216,.076843001,44.217392,.19576293,204.94565,.22347388,Inc,Inc,Inc,Dec
KAR9,1,76,1.4011698,118.5,2.0253165,202.53165,.330367,164.62025,1.345521,135.86957,.073187418,256.03262,.13357674,Inc,Dec,Dec,Inc
KAR9,2,76,1.4011698,118.5,2.0253165,202.53165,.330367,164.62025,1.345521,135.86957,.073187418,256.03262,.13357674,Inc,Dec,Dec,Dec
KOR1,1,75,.097799994,179,.5865922,28.101267,1.555361,134.49367,1.803059,104.47174,.45130444,583.58698,.3356826,Dec,Inc,Inc,Dec
KOR1,2,75,.097799994,179,.5865922,28.101267,1.555361,134.49367,1.803059,104.47174,.45130444,583.58698,.3356826,Inc,Dec,Dec,Inc
KOR10,1,131,.018244276,175,.28914285,85.031647,.10550951,146.07596,.41553724,19.565218,.25975496,62.989132,.50326145,Dec,Inc,Inc,Dec
KOR10,2,131,.018244276,175,.28914285,85.031647,.10550951,146.07596,.41553724,19.565218,.25975496,62.989132,.50326145,Dec,Inc,Inc,Dec
KOR11,1,56,.12482142,162,.24074073,29.49367,.8340475,345.44302,1.6491866,139.43478,.33026087,440.59784,.51861352,Inc,Inc,Inc,Dec
KOR11,2,56,.12482142,162,.24074073,29.49367,.8340475,345.44302,1.6491866,139.43478,.33026087,440.59784,.51861352,Inc,Dec,Dec,Inc
KOR12,2,,,,,71.139244,.22605555,323.67087,.24438404,155.73914,.12688172,1050.4891,.15745045,Inc,Dec,Dec,Inc
KOR13,2,,,,,56.708858,.24991786,252.21519,.25097615,12.967392,1.7673199,482.98914,.11221784,Inc,Dec,Inc,Dec
KOR14,1,46.098999,.45046735,137,.39416063,99.936707,.39875481,403.48102,.58044863,25.108696,.43610275,310.65216,.23305809,Inc,Inc,Dec,Inc
KOR14,2,46.098999,.45046735,137,.39416063,99.936707,.39875481,403.48102,.58044863,25.108696,.43610275,310.65216,.23305809,Dec,Dec,Sta,Dec
KOR15,1,66,.22034849,221.5,.10835215,53.924049,.33148012,94.493675,1.4064431,189.36412,.19901223,449.94568,1.3694987,Dec,Inc,Inc,Dec
KOR15,2,66,.22034849,221.5,.10835215,53.924049,.33148012,94.493675,1.4064431,189.36412,.19901223,449.94568,1.3694987,Inc,Sta,Dec,Inc
KOR16,1,26,.64911544,272,.19117647,28.357595,.012989622,479.55698,.22437376,100.04348,.16404702,392.55435,1.1213734,Inc,Inc,Dec,Sta
KOR16,2,26,.64911544,272,.19117647,28.357595,.012989622,479.55698,.22437376,100.04348,.16404702,392.55435,1.1213734,Dec,Inc,Inc,Inc
KOR17,1,46,.25233707,71,.94366193,34.873417,3.7064652,200.50632,4.087153,50.489132,.084477447,305.86957,.10298508,Inc,Inc,Inc,Dec
KOR17,2,46,.25233707,71,.94366193,34.873417,3.7064652,200.50632,4.087153,50.489132,.084477447,305.86957,.10298508,Inc,Dec,Dec,Inc
KOR18,2,,,,,65.126587,.093357541,243.22784,.54146761,22.478262,1.561283,321.68478,.30029395,Inc,Dec,Inc,Dec
KOR19,1,29,.46837932,360,.18194444,39.367088,.21766825,159.49367,.25769046,19.673914,.081939675,101.3587,.42522252,Dec,Inc,Dec,Inc
KOR19,2,29,.46837932,360,.18194444,39.367088,.21766825,159.49367,.25769046,19.673914,.081939675,101.3587,.42522252,Dec,Inc,Dec,Dec
KOR2,1,50,.35475877,212,.49056607,104.43038,.32624635,27.436708,2.307128,67.934784,.013453565,125.27174,.090203911,Dec,Inc,Sta,Inc
KOR2,2,50,.35475877,212,.49056607,104.43038,.32624635,27.436708,2.307128,67.934784,.013453565,125.27174,.090203911,Inc,Dec,Dec,Dec
KOR20,1,95,.094736844,431,.34338748,37.341774,.17464399,249.17722,.88892555,26.826088,.17448153,239.67392,.20402722,Dec,Inc,Inc,Dec
KOR20,2,95,.094736844,431,.34338748,37.341774,.17464399,249.17722,.88892555,26.826088,.17448153,239.67392,.20402722,Sta,Dec,Sta,Dec
KOR21,2,,,,,147.27847,.036648519,191.32909,.46307644,270.54346,.05572544,1024.5652,.21218757,Inc,Dec,Inc,Inc
KOR22,1,67,.62962914,266.5,.34333956,123.41772,.061103202,.63291138,64.937996,58.260868,.086727336,306.68478,.12912281,Dec,Inc,Dec,Inc
KOR22,2,67,.62962914,266.5,.34333956,123.41772,.061103202,.63291138,64.937996,58.260868,.086727336,306.68478,.12912281,Inc,Dec,Inc,Dec
KOR23,1,56.400002,.34210992,222,.42792794,102.15189,.27364945,374.17722,.51579839,153.99457,.23841542,661.63043,.80482996,Inc,Inc,Dec,Inc
KOR23,2,56.400002,.34210992,222,.42792794,102.15189,.27364945,374.17722,.51579839,153.99457,.23841542,661.63043,.80482996,Inc,Inc,Dec,Inc
KOR24,1,92,1.0742031,242,.88016528,581.1709,.035626128,1252.0253,.71771711,434.78262,.023254329,501.25,.52049875,Inc,Dec,Dec,Inc
KOR24,2,92,1.0742031,242,.88016528,581.1709,.035626128,1252.0253,.71771711,434.78262,.023254329,501.25,.52049875,Dec,Dec,Dec,Dec
KOR25,1,59,.15254237,158,.085443042,38.607594,.18737707,70.569618,.51155156,11.608696,.36538088,512.44568,.047809947,Dec,Inc,Inc,Dec
KOR25,2,59,.15254237,158,.085443042,38.607594,.18737707,70.569618,.51155156,11.608696,.36538088,512.44568,.047809947,Inc,Dec,Inc,Dec
KOR26,1,97,.0049484535,234,.36324787,85.759491,1.2583506,136.13925,1.8135841,28.565218,1.4484673,184.0761,.65516382,Dec,Inc,Inc,Dec
KOR26,2,97,.0049484535,234,.36324787,85.759491,1.2583506,136.13925,1.8135841,28.565218,1.4484673,184.0761,.65516382,Inc,Dec,Inc,Dec
KOR27,1,67,.81220889,389,.37275064,36.911392,0,478.79745,.17188898,114.78261,.033587664,310.32608,.09538354,Inc,Dec,Dec,Dec
KOR27,2,67,.81220889,389,.37275064,36.911392,0,478.79745,.17188898,114.78261,.033587664,310.32608,.09538354,Dec,Dec,Sta,Inc
KOR28,2,,,,,123.03797,.093410656,209.62025,.26571861,167.71739,.25656983,561.84784,.44193462,Inc,Inc,Inc,Inc
KOR29,1,91,.11346154,183,.88524592,24.367088,.54137045,177.97469,1.1035277,37.635868,.21138464,109.40218,.70748138,Sta,Inc,Inc,Dec
KOR29,2,91,.11346154,183,.88524592,24.367088,.54137045,177.97469,1.1035277,37.635868,.21138464,109.40218,.70748138,Dec,Dec,Dec,Inc
KOR3,1,165,.28719094,297.5,.19495799,42.278484,.15245223,157.65823,.38120431,27.826088,.027376749,151.46739,.32944384,Dec,Inc,Dec,Dec
KOR3,2,165,.28719094,297.5,.19495799,42.278484,.15245223,157.65823,.38120431,27.826088,.027376749,151.46739,.32944384,Sta,Dec,Dec,Dec
KOR30,1,217.60001,.33313414,231,.58441556,276.89874,.1310799,68.670883,2.7639077,194.15218,.24765736,306.57608,.44328308,Dec,Inc,Dec,Inc
KOR30,2,217.60001,.33313414,231,.58441556,276.89874,.1310799,68.670883,2.7639077,194.15218,.24765736,306.57608,.44328308,Inc,Dec,Inc,Dec
KOR31,2,,,,,131.26582,.15571751,332.46835,.45688558,162.88045,.31974548,508.20651,.21920224,Inc,Dec,Inc,Inc
KOR32,1,83,.011168675,195,.23589745,33.037975,.32376552,92.658226,.39607924,41.41304,.052493442,147.39131,.067846604,Dec,Inc,Inc,Dec
KOR32,2,83,.011168675,195,.23589745,33.037975,.32376552,92.658226,.39607924,41.41304,.052493442,147.39131,.067846604,Inc,Dec,Dec,Inc
KOR33,1,145,.3120693,436.5,.20160367,225.94937,.083945163,1835.443,.18960001,326.08694,0,2127.3369,.13025676,Inc,Sta,Dec,Inc
KOR33,2,145,.3120693,436.5,.20160367,225.94937,.083945163,1835.443,.18960001,326.08694,0,2127.3369,.13025676,Inc,Dec,Dec,Inc
KOR34,1,35,.64285713,217,.29953918,30.063292,.68064219,143.54431,.74959433,76.826088,.54666787,400.59781,.39316237,Dec,Inc,Sta,Dec
KOR34,2,35,.64285713,217,.29953918,30.063292,.68064219,143.54431,.74959433,76.826088,.54666787,400.59781,.39316237,Inc,Dec,Dec,Inc
KOR35,1,78,.59049118,241,.26970956,19.367088,1.4335296,245.31645,.85685241,99.434784,.48927388,438.15219,.61394191,Sta,Inc,Inc,Dec
KOR35,2,78,.59049118,241,.26970956,19.367088,1.4335296,245.31645,.85685241,99.434784,.48927388,438.15219,.61394191,Inc,Dec,Dec,Inc
KOR36,1,48,.28626055,184.5,.17344174,40.379745,.6732282,102.37342,.68084073,11.52174,.09101487,231.90218,.17895478,Dec,Inc,Inc,Dec
KOR36,2,48,.28626055,184.5,.17344174,40.379745,.6732282,102.37342,.68084073,11.52174,.09101487,231.90218,.17895478,Inc,Dec,Dec,Dec
KOR37,1,83,.087349392,599,.13355593,108.35443,3.7150598,346.3924,2.704159,88.097832,.040963378,270.21741,.38413516,Dec,Inc,Inc,Inc
KOR37,2,83,.087349392,599,.13355593,108.35443,3.7150598,346.3924,2.704159,88.097832,.040963378,270.21741,.38413516,Dec,Dec,Dec,Dec
KOR38,1,178,.032584272,159,.3144654,91.772148,.8005091,314.55698,.46255532,27.826088,.27776116,285.59784,.14250809,Inc,Inc,Inc,Dec
KOR38,2,178,.032584272,159,.3144654,91.772148,.8005091,314.55698,.46255532,27.826088,.27776116,285.59784,.14250809,Sta,Dec,Dec,Dec
KOR39,1,42,.40238094,361.5,.14107884,6.1518989,1.6026282,382.27847,.14256623,51.902172,1.0387936,623.65167,.57916945,Sta,Sta,Inc,Dec
KOR39,2,42,.40238094,361.5,.14107884,6.1518989,1.6026282,382.27847,.14256623,51.902172,1.0387936,623.65167,.57916945,Inc,Inc,Dec,Inc
KOR4,1,48,.51950556,187,.42780745,187.46837,.052852713,62.151897,.55991852,53.456524,0,552.93481,.024596028,Dec,Inc,Dec,Inc
KOR4,2,48,.51950556,187,.42780745,187.46837,.052852713,62.151897,.55991852,53.456524,0,552.93481,.024596028,Inc,Dec,Dec,Dec
KOR40,1,46,.77685118,160,.875,226.83543,.10130629,250,.52640003,52.369564,.23846604,319.78262,.22077495,Inc,Dec,Dec,Inc
KOR40,2,46,.77685118,160,.875,226.83543,.10130629,250,.52640003,52.369564,.23846604,319.78262,.22077495,Inc,Dec,Inc,Dec
KOR41,1,50,.2298,190.5,.076115489,10.379746,2.8721435,146.07596,.61474866,110.52174,.19385469,351.68478,.15951784,Dec,Inc,Inc,Dec
KOR41,2,50,.2298,190.5,.076115489,10.379746,2.8721435,146.07596,.61474866,110.52174,.19385469,351.68478,.15951784,Inc,Dec,Dec,Inc
KOR42,1,42,.36709523,650.5,.16448885,44.683544,.65081835,490.18988,.82641447,38.945656,.67723966,360.92389,.29563019,Dec,Inc,Inc,Sta
KOR42,2,42,.36709523,650.5,.16448885,44.683544,.65081835,490.18988,.82641447,38.945656,.67723966,360.92389,.29563019,Dec,Dec,Sta,Dec
KOR43,2,,,,,152.40506,.031146178,351.70886,.25191289,94.86956,.29554194,491.25,.146972,Inc,Dec,Inc,Dec
KOR44,1,47,.3498936,147,.32653061,15.113923,1.7159605,502.84811,.42796221,33.847824,1.5876038,603.69568,.46066257,Inc,Inc,Inc,Dec
KOR44,2,47,.3498936,147,.32653061,15.113923,1.7159605,502.84811,.42796221,33.847824,1.5876038,603.69568,.46066257,Inc,Sta,Sta,Inc
KOR45,1,24,.32012501,78,.32051286,115.63291,.13525286,152.59494,.64287847,133.74457,.64210039,176.35869,1.4935471,Inc,Inc,Dec,Inc
KOR45,2,24,.32012501,78,.32051286,115.63291,.13525286,152.59494,.64287847,133.74457,.64210039,176.35869,1.4935471,Inc,Inc,Inc,Inc
KOR5,1,36,.41388884,116,.89655173,12.405064,0,197.78481,1.5992128,14.51087,2.2907212,251.68478,.74776071,Inc,Inc,Dec,Dec
KOR5,2,36,.41388884,116,.89655173,12.405064,0,197.78481,1.5992128,14.51087,2.2907212,251.68478,.74776071,Inc,Dec,Sta,Inc
KOR6,2,,,,,24.367088,.69460213,220.56963,.33005452,46.032608,.037300117,208.80435,.19013014,Sta,Dec,Dec,Inc
KOR7,2,,,,,15.824051,2.1044939,187.59494,.67432523,196.64673,.22667134,420.59784,.41369686,Inc,Dec,Dec,Inc
KOR8,2,,,,,96.898735,.42688918,287.78482,.87947655,132.01521,.23619436,296.57608,.62682056,Sta,Dec,Dec,Inc
KOR9,1,33,.40617621,95,.61052632,61.594936,.054850198,353.41772,.1847672,27.826088,.04996796,169.67392,.18918639,Inc,Dec,Dec,Inc
KOR9,2,33,.40617621,95,.61052632,61.594936,.054850198,353.41772,.1847672,27.826088,.04996796,169.67392,.18918639,Dec,Sta,Sta,Dec
KUV1,1,49,1.048913,296.5,.27318719,83.854431,.24419399,31.012659,2.7762856,71.134781,.35840452,368.8587,1.023156,Dec,Inc,Dec,Inc
KUV1,2,49,1.048913,296.5,.27318719,83.854431,.24419399,31.012659,2.7762856,71.134781,.35840452,368.8587,1.023156,Inc,Dec,Inc,Dec
KUV11,2,,,,,34.696201,.69953263,44.303799,1.3926572,71.41304,.62700742,257.33694,.44338757,Inc,Dec,Dec,Inc
KUV12,1,47,.96595746,158,.79113925,105.94936,.023894863,190.00002,.33789471,46.875,.1278398,201.08696,.26605406,Inc,Dec,Dec,Inc
KUV12,2,47,.96595746,158,.79113925,105.94936,.023894863,190.00002,.33789471,46.875,.1278398,201.08696,.26605406,Sta,Dec,Inc,Dec
KUV13,1,110,.27200651,238,.33613446,120.25317,.50138909,96.075951,1.6861659,166.30435,.11554696,370.54346,.31953067,Dec,Inc,Inc,Sta
KUV13,2,110,.27200651,238,.33613446,120.25317,.50138909,96.075951,1.6861659,166.30435,.11554696,370.54346,.31953067,Inc,Dec,Dec,Inc
KUV14,1,68,.28235295,369,.35230353,31.645569,.18108809,242.08861,.30071634,17.47826,.15615717,176.79347,.40951738,Dec,Dec,Dec,Dec
KUV14,2,68,.28235295,369,.35230353,31.645569,.18108809,242.08861,.30071634,17.47826,.15615717,176.79347,.40951738,Dec,Inc,Dec,Dec
KUV15,1,40,1.31475,210,.40952381,121.83544,.12987013,14.525317,1.7417864,145.65218,.050755545,282.01089,.1790711,Dec,Inc,Dec,Inc
KUV15,2,40,1.31475,210,.40952381,121.83544,.12987013,14.525317,1.7417864,145.65218,.050755545,282.01089,.1790711,Inc,Dec,Dec,Inc
KUV17,1,107,1.081817,172.5,.89855075,66,.14096664,62.151897,1.6282688,7.0434785,2.7764993,197.33696,.47988978,Dec,Inc,Dec,Dec
KUV17,2,107,1.081817,172.5,.89855075,66,.14096664,62.151897,1.6282688,7.0434785,2.7764993,197.33696,.47988978,Inc,Dec,Inc,Dec
KUV18,1,34,.19029412,100.5,.39800996,66.455696,.15208986,36.835445,.94745708,33.847824,.88475055,282.11954,.9336468,Dec,Inc,Dec,Inc
KUV18,2,34,.19029412,100.5,.39800996,66.455696,.15208986,36.835445,.94745708,33.847824,.88475055,282.11954,.9336468,Inc,Sta,Inc,Dec
KUV19,1,52,.35200006,133,.35338345,75.569618,.066745661,263.10129,.2478133,127.47826,.12811947,556.90216,.10109495,Inc,Dec,Dec,Inc
