"","HHID_panel","tempo","cat_assets_b","cat_DAR_b","cat_DSR_b","cat_income_b","cat_ISR_b","cat_expenses_b","cat_assets_b","cat_DAR_b","cat_DSR_b","cat_income_b","clust"
"159","KAR11",1,"Inc","Inc","Inc","Inc","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","4"
"160","KAR11",2,"Dec","Dec","Inc","Dec","Sta","Inc","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","4"
"161","KAR12",1,"Inc","Dec","Inc","Dec","Sta","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","1"
"162","KAR12",2,"Inc","Dec","Dec","Inc","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"163","KAR13",1,"Sta","Inc","Dec","Dec","Inc","Inc","cat_assets_b_Sta","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Dec","3"
"164","KAR13",2,"Inc","Dec","Dec","Inc","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"165","KAR14",1,"Inc","Inc","Inc","Inc","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","4"
"166","KAR14",2,"Dec","Dec","Dec","Dec","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"167","KAR15",1,"Inc","Inc","Sta","Inc","Sta","Dec","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Sta","cat_income_b_Inc","2"
"168","KAR15",2,"Dec","Dec","Inc","Dec","Inc","Dec","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","4"
"169","KAR17",1,"Dec","Inc","Dec","Dec","Dec","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Dec","4"
"170","KAR17",2,"Inc","Dec","Inc","Dec","Inc","Sta","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","1"
"171","KAR18",1,"Dec","Inc","Dec","Inc","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","4"
"172","KAR18",2,"Inc","Dec","Inc","Dec","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","1"
"173","KAR19",1,"Dec","Inc","Dec","Dec","Dec","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Dec","4"
"174","KAR19",2,"Sta","Inc","Inc","Dec","Inc","Sta","cat_assets_b_Sta","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","3"
"175","KAR2",1,"Inc","Dec","Dec","Inc","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"176","KAR2",2,"Dec","Inc","Dec","Inc","Dec","Sta","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","4"
"177","KAR20",1,"Inc","Dec","Dec","Dec","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"178","KAR20",2,"Dec","Sta","Inc","Dec","Sta","Dec","cat_assets_b_Dec","cat_DAR_b_Sta","cat_DSR_b_Inc","cat_income_b_Dec","3"
"179","KAR21",1,"Dec","Inc","Inc","Dec","Inc","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"180","KAR21",2,"Dec","Sta","Inc","Inc","Inc","Dec","cat_assets_b_Dec","cat_DAR_b_Sta","cat_DSR_b_Inc","cat_income_b_Inc","3"
"181","KAR23",1,"Sta","Dec","Inc","Dec","Inc","Inc","cat_assets_b_Sta","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","3"
"182","KAR23",2,"Inc","Dec","Dec","Inc","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"183","KAR25",1,"Inc","Inc","Inc","Sta","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Sta","4"
"184","KAR25",2,"Inc","Dec","Dec","Inc","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"185","KAR26",1,"Inc","Dec","Dec","Dec","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"186","KAR26",2,"Inc","Inc","Sta","Inc","Sta","Dec","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Sta","cat_income_b_Inc","2"
"187","KAR27",1,"Inc","Dec","Inc","Inc","Inc","Sta","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Inc","1"
"188","KAR27",2,"Dec","Dec","Dec","Inc","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"189","KAR28",1,"Sta","Inc","Inc","Dec","Inc","Dec","cat_assets_b_Sta","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","3"
"190","KAR28",2,"Inc","Inc","Inc","Inc","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","4"
"191","KAR29",1,"Dec","Dec","Sta","Dec","Sta","Inc","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Sta","cat_income_b_Dec","2"
"192","KAR29",2,"Inc","Sta","Sta","Inc","Sta","Sta","cat_assets_b_Inc","cat_DAR_b_Sta","cat_DSR_b_Sta","cat_income_b_Inc","2"
"193","KAR3",1,"Inc","Dec","Dec","Inc","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"194","KAR3",2,"Dec","Sta","Sta","Dec","Sta","Dec","cat_assets_b_Dec","cat_DAR_b_Sta","cat_DSR_b_Sta","cat_income_b_Dec","2"
"195","KAR30",1,"Inc","Sta","Inc","Inc","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Sta","cat_DSR_b_Inc","cat_income_b_Inc","3"
"196","KAR30",2,"Inc","Dec","Dec","Dec","Sta","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"197","KAR32",1,"Sta","Inc","Inc","Inc","Inc","Dec","cat_assets_b_Sta","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","3"
"198","KAR32",2,"Inc","Dec","Inc","Dec","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","1"
"199","KAR33",1,"Dec","Dec","Dec","Dec","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"200","KAR33",2,"Inc","Inc","Inc","Inc","Sta","Sta","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","4"
"201","KAR34",1,"Dec","Inc","Dec","Inc","Dec","Sta","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","4"
"202","KAR34",2,"Inc","Dec","Sta","Sta","Dec","Sta","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Sta","cat_income_b_Sta","2"
"203","KAR35",1,"Inc","Dec","Inc","Inc","Sta","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Inc","1"
"204","KAR35",2,"Inc","Dec","Inc","Inc","Sta","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Inc","1"
"205","KAR36",1,"Inc","Dec","Dec","Inc","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"206","KAR36",2,"Dec","Inc","Dec","Sta","Sta","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Sta","4"
"207","KAR38",1,"Sta","Inc","Dec","Inc","Dec","Dec","cat_assets_b_Sta","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","3"
"208","KAR38",2,"Sta","Sta","Sta","Dec","Sta","Dec","cat_assets_b_Sta","cat_DAR_b_Sta","cat_DSR_b_Sta","cat_income_b_Dec","3"
"209","KAR42",1,"Inc","Dec","Dec","Dec","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"210","KAR42",2,"Inc","Inc","Dec","Inc","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","1"
"211","KAR43",1,"Inc","Dec","Dec","Inc","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"212","KAR43",2,"Inc","Dec","Sta","Inc","Sta","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Sta","cat_income_b_Inc","2"
"213","KAR44",1,"Dec","Inc","Inc","Dec","Inc","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"214","KAR44",2,"Inc","Dec","Dec","Inc","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"215","KAR45",1,"Inc","Inc","Inc","Dec","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"216","KAR45",2,"Sta","Inc","Dec","Inc","Dec","Dec","cat_assets_b_Sta","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","3"
"217","KAR46",1,"Inc","Sta","Dec","Inc","Sta","Inc","cat_assets_b_Inc","cat_DAR_b_Sta","cat_DSR_b_Dec","cat_income_b_Inc","3"
"218","KAR46",2,"Inc","Dec","Sta","Inc","Sta","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Sta","cat_income_b_Inc","2"
"219","KAR47",1,"Sta","Inc","Inc","Sta","Inc","Dec","cat_assets_b_Sta","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Sta","3"
"220","KAR47",2,"Inc","Inc","Dec","Dec","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Dec","1"
"221","KAR48",1,"Inc","Inc","Dec","Sta","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Sta","4"
"222","KAR48",2,"Inc","Dec","Sta","Dec","Sta","Sta","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Sta","cat_income_b_Dec","2"
"223","KAR49",1,"Inc","Dec","Inc","Sta","Sta","Sta","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Sta","1"
"224","KAR49",2,"Inc","Dec","Inc","Dec","Inc","Sta","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","1"
"225","KAR50",1,"Dec","Inc","Dec","Inc","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","4"
"226","KAR50",2,"Inc","Dec","Inc","Dec","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","1"
"227","KAR6",1,"Dec","Inc","Inc","Inc","Dec","Sta","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","4"
"228","KAR6",2,"Inc","Inc","Inc","Dec","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"229","KAR7",1,"Sta","Inc","Dec","Inc","Inc","Dec","cat_assets_b_Sta","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","3"
"230","KAR7",2,"Inc","Dec","Dec","Dec","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"231","KAR8",1,"Dec","Dec","Dec","Inc","Sta","Dec","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"232","KAR8",2,"Inc","Inc","Inc","Dec","Sta","Dec","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"233","KAR9",1,"Inc","Dec","Dec","Inc","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"234","KAR9",2,"Inc","Dec","Dec","Dec","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"235","KOR1",1,"Dec","Inc","Inc","Dec","Inc","Sta","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"236","KOR1",2,"Inc","Dec","Dec","Inc","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"237","KOR10",1,"Dec","Inc","Inc","Dec","Inc","Sta","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"238","KOR10",2,"Dec","Inc","Inc","Dec","Inc","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"239","KOR11",1,"Inc","Inc","Inc","Dec","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"240","KOR11",2,"Inc","Dec","Dec","Inc","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"241","KOR14",1,"Inc","Inc","Dec","Inc","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","1"
"242","KOR14",2,"Dec","Dec","Sta","Dec","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Sta","cat_income_b_Dec","2"
"243","KOR15",1,"Dec","Inc","Inc","Dec","Inc","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"244","KOR15",2,"Inc","Sta","Dec","Inc","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Sta","cat_DSR_b_Dec","cat_income_b_Inc","3"
"245","KOR16",1,"Inc","Inc","Dec","Sta","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Sta","4"
"246","KOR16",2,"Dec","Inc","Inc","Inc","Inc","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","4"
"247","KOR17",1,"Inc","Inc","Inc","Dec","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"248","KOR17",2,"Inc","Dec","Dec","Inc","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"249","KOR19",1,"Dec","Inc","Dec","Inc","Dec","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","4"
"250","KOR19",2,"Dec","Inc","Dec","Dec","Sta","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Dec","4"
"251","KOR2",1,"Dec","Inc","Sta","Inc","Dec","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Sta","cat_income_b_Inc","2"
"252","KOR2",2,"Inc","Dec","Dec","Dec","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"253","KOR20",1,"Dec","Inc","Inc","Dec","Inc","Sta","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"254","KOR20",2,"Sta","Dec","Sta","Dec","Sta","Sta","cat_assets_b_Sta","cat_DAR_b_Dec","cat_DSR_b_Sta","cat_income_b_Dec","3"
"255","KOR22",1,"Dec","Inc","Dec","Inc","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","4"
"256","KOR22",2,"Inc","Dec","Inc","Dec","Sta","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","1"
"257","KOR23",1,"Inc","Inc","Dec","Inc","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","1"
"258","KOR23",2,"Inc","Inc","Dec","Inc","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","1"
"259","KOR24",1,"Inc","Dec","Dec","Inc","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"260","KOR24",2,"Dec","Dec","Dec","Dec","Dec","Inc","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"261","KOR25",1,"Dec","Inc","Inc","Dec","Sta","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"262","KOR25",2,"Inc","Dec","Inc","Dec","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","1"
"263","KOR26",1,"Dec","Inc","Inc","Dec","Inc","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"264","KOR26",2,"Inc","Dec","Inc","Dec","Sta","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","1"
"265","KOR27",1,"Inc","Dec","Dec","Dec","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"266","KOR27",2,"Dec","Dec","Sta","Inc","Sta","Sta","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Sta","cat_income_b_Inc","2"
"267","KOR29",1,"Sta","Inc","Inc","Dec","Inc","Sta","cat_assets_b_Sta","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","3"
"268","KOR29",2,"Dec","Dec","Dec","Inc","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"269","KOR3",1,"Dec","Inc","Dec","Dec","Inc","Sta","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Dec","4"
"270","KOR3",2,"Sta","Dec","Dec","Dec","Dec","Sta","cat_assets_b_Sta","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","3"
"271","KOR30",1,"Dec","Inc","Dec","Inc","Dec","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","4"
"272","KOR30",2,"Inc","Dec","Inc","Dec","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","1"
"273","KOR32",1,"Dec","Inc","Inc","Dec","Inc","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"274","KOR32",2,"Inc","Dec","Dec","Inc","Sta","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"275","KOR33",1,"Inc","Sta","Dec","Inc","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Sta","cat_DSR_b_Dec","cat_income_b_Inc","3"
"276","KOR33",2,"Inc","Dec","Dec","Inc","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"277","KOR34",1,"Dec","Inc","Sta","Dec","Sta","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Sta","cat_income_b_Dec","2"
"278","KOR34",2,"Inc","Dec","Dec","Inc","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"279","KOR35",1,"Sta","Inc","Inc","Dec","Inc","Inc","cat_assets_b_Sta","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","3"
"280","KOR35",2,"Inc","Dec","Dec","Inc","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"281","KOR36",1,"Dec","Inc","Inc","Dec","Sta","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"282","KOR36",2,"Inc","Dec","Dec","Dec","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"283","KOR37",1,"Dec","Inc","Inc","Inc","Inc","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","4"
"284","KOR37",2,"Dec","Dec","Dec","Dec","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"285","KOR38",1,"Inc","Inc","Inc","Dec","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"286","KOR38",2,"Sta","Dec","Dec","Dec","Dec","Sta","cat_assets_b_Sta","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","3"
"287","KOR39",1,"Sta","Sta","Inc","Dec","Inc","Inc","cat_assets_b_Sta","cat_DAR_b_Sta","cat_DSR_b_Inc","cat_income_b_Dec","3"
"288","KOR39",2,"Inc","Inc","Dec","Inc","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","1"
"289","KOR4",1,"Dec","Inc","Dec","Inc","Dec","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","4"
"290","KOR4",2,"Inc","Dec","Dec","Dec","Dec","Sta","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"291","KOR40",1,"Inc","Dec","Dec","Inc","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"292","KOR40",2,"Inc","Dec","Inc","Dec","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","1"
"293","KOR41",1,"Dec","Inc","Inc","Dec","Inc","Sta","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"294","KOR41",2,"Inc","Dec","Dec","Inc","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"295","KOR42",1,"Dec","Inc","Inc","Sta","Inc","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Sta","4"
"296","KOR42",2,"Dec","Dec","Sta","Dec","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Sta","cat_income_b_Dec","2"
"297","KOR44",1,"Inc","Inc","Inc","Dec","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"298","KOR44",2,"Inc","Sta","Sta","Inc","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Sta","cat_DSR_b_Sta","cat_income_b_Inc","2"
"299","KOR45",1,"Inc","Inc","Dec","Inc","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","1"
"300","KOR45",2,"Inc","Inc","Inc","Inc","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","4"
"301","KOR5",1,"Inc","Inc","Dec","Dec","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Dec","1"
"302","KOR5",2,"Inc","Dec","Sta","Inc","Sta","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Sta","cat_income_b_Inc","2"
"303","KOR9",1,"Inc","Dec","Dec","Inc","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"304","KOR9",2,"Dec","Sta","Sta","Dec","Sta","Dec","cat_assets_b_Dec","cat_DAR_b_Sta","cat_DSR_b_Sta","cat_income_b_Dec","2"
"305","KUV1",1,"Dec","Inc","Dec","Inc","Dec","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","4"
"306","KUV1",2,"Inc","Dec","Inc","Dec","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","1"
"307","KUV12",1,"Inc","Dec","Dec","Inc","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"308","KUV12",2,"Sta","Dec","Inc","Dec","Inc","Dec","cat_assets_b_Sta","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","3"
"309","KUV13",1,"Dec","Inc","Inc","Sta","Inc","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Sta","4"
"310","KUV13",2,"Inc","Dec","Dec","Inc","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"311","KUV14",1,"Dec","Dec","Dec","Dec","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"312","KUV14",2,"Dec","Inc","Dec","Dec","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Dec","4"
"313","KUV15",1,"Dec","Inc","Dec","Inc","Dec","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","4"
"314","KUV15",2,"Inc","Dec","Dec","Inc","Sta","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"315","KUV17",1,"Dec","Inc","Dec","Dec","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Dec","4"
"316","KUV17",2,"Inc","Dec","Inc","Dec","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","1"
"317","KUV18",1,"Dec","Inc","Dec","Inc","Dec","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","4"
