HHID_panel,caste,jatis,annualincome1,DSR1,loanamount1,DIR1,villageid1,sizeownland2010,head_edulevel2010,head_occupation2010,wifehusb_edulevel2010,wifehusb_occupation2010,mainocc_occupation2010,yearly_expenses1,assets_noland1,villagearea1,agri2010,nagri2010,shareagri1,sharenagri1,DAR_without1,DAR_with1,ISR1,DSR302010,DSR402010,DSR502010,cro_annualincome1,cro_assets_noland1,cro_loanamount2010,cro_DSR1,cro_DAR_without1,cro_DIR2010,cro_ISR1,cro_DAR_with2010,log_yearly_expenses1,log_annualincome1,log_assets_noland1,log_assets1,log_loanamount1,log_ISR102010,log_ISR1002010,log_ISR10002010,log_ISR100002010,log_ISR2010,log_DAR102010,log_DAR1002010,log_DAR10002010,log_DAR100002010,log_DAR2010,log_DSR102010,log_DSR1002010,log_DSR10002010,log_DSR100002010,log_DSR2010,ihs_ISR2010,ihs_ISR102010,ihs_ISR1002010,ihs_ISR10001,ihs_ISR100002010,ihs_DAR2010,ihs_DAR102010,ihs_DAR1002010,ihs_DAR10001,ihs_DAR100002010,ihs_DSR2010,ihs_DSR102010,ihs_DSR1002010,ihs_DSR10001,ihs_DSR100002010,ihs_loanamount1,ihs_annualincome1,ihs_assets_noland1,annualincome2,DSR2,loanamount2,DIR2,villageid2,yearly_expenses2,assets_noland2,villagearea2,agri2016,nagri2016,shareagri2,sharenagri2,DAR_without2,DAR_with2,ISR2,cro_annualincome2,cro_assets_noland2,cro_loanamount2016,cro_DSR2,cro_DAR_without2,cro_DIR2016,cro_ISR2,cro_DAR_with2016,log_yearly_expenses2,log_annualincome2,log_assets_noland2,log_assets2,log_loanamount2,log_ISR102016,log_ISR1002016,log_ISR10002016,log_ISR100002016,log_ISR2016,log_DAR102016,log_DAR1002016,log_DAR10002016,log_DAR100002016,log_DAR2016,log_DSR102016,log_DSR1002016,log_DSR10002016,log_DSR100002016,log_DSR2016,ihs_ISR2016,ihs_ISR102016,ihs_ISR1002016,ihs_ISR10002,ihs_ISR100002016,ihs_DAR2016,ihs_DAR102016,ihs_DAR1002016,ihs_DAR10002,ihs_DAR100002016,ihs_DSR2016,ihs_DSR102016,ihs_DSR1002016,ihs_DSR10002,ihs_DSR100002016,ihs_loanamount2,ihs_annualincome2,ihs_assets_noland2,annualincome3,DSR3,loanamount3,DIR3,villageid3,yearly_expenses3,assets_noland3,villagearea3,agri2020,nagri2020,shareagri3,sharenagri3,DAR_without3,DAR_with3,ISR3,cro_annualincome3,cro_assets_noland3,cro_loanamount2020,cro_DSR3,cro_DAR_without3,cro_DIR2020,cro_ISR3,cro_DAR_with2020,log_yearly_expenses3,log_annualincome3,log_assets_noland3,log_assets3,log_loanamount3,log_ISR102020,log_ISR1002020,log_ISR10002020,log_ISR100002020,log_ISR2020,log_DAR102020,log_DAR1002020,log_DAR10002020,log_DAR100002020,log_DAR2020,log_DSR102020,log_DSR1002020,log_DSR10002020,log_DSR100002020,log_DSR2020,ihs_ISR2020,ihs_ISR102020,ihs_ISR1002020,ihs_ISR10003,ihs_ISR100002020,ihs_DAR2020,ihs_DAR102020,ihs_DAR1002020,ihs_DAR10003,ihs_DAR100002020,ihs_DSR2020,ihs_DSR102020,ihs_DSR1002020,ihs_DSR10003,ihs_DSR100002020,ihs_loanamount3,ihs_annualincome3,ihs_assets_noland3,cat_income,cat_assets,path_30,path_40,path_50,dummyownland2010
KOR5,Dalits,SC,36,.41388884,104,2.8888888,KOR,2,HSC/Diploma (11th-12th),Agri self-employed,Below primary,Agri casual workers,Agri self-employed,25.200001,116,Colony,36,0,1,0,.89655173,.044905003,.35833332,1,1,0,33.019272,48.769989,47.026695,.74523729,.96425474,1.4242196,.71027917,.35543886,10.1346,10.491274,11.661345,7.7475967,11.552146,1.2762934,3.5788786,5.8814635,8.1840487,-1.0262916,2.1933858,4.4959707,6.7985559,9.101141,-.10919929,1.4204272,3.7230124,6.0255976,8.3281822,-.88215786,.35107675,1.9883654,4.2722201,6.5746126,8.8771963,.80630165,2.8896286,5.1891494,7.4917035,9.7942886,.40289971,2.1278589,4.4163055,6.7187462,9.0213299,12.245294,11.184422,12.354492,12.405064,0,316.29999,25.497652,KOR,55.569622,197.78481,Colony,11.265822,1.1392405,.90816325,.091836736,1.5992128,.44921702,0,23.14904,58.263645,68.134392,0,1.1694152,2.9432924,0,.76586473,10.925392,9.4258604,12.194935,6.5569401,12.664447,,,,,,2.7720966,5.0746818,7.3772669,9.6798515,.46951148,,,,,,0,0,0,0,0,1.248566,3.4662199,5.7678385,8.0704136,10.372999,0,0,0,0,0,13.357594,10.119007,12.888083,14.51087,2.2907212,188.2,12.969587,KOR,15.217392,251.68478,Colony,14.51087,0,1,0,.74776071,.19866216,1.622829,24.391087,63.137249,57.30685,1.3182286,.90765518,2.3494997,1.1751435,.58349669,9.6301947,9.582653,12.435933,6.8536549,12.145261,2.786756,5.0893412,7.3919263,9.6945114,.48417088,2.0119128,4.3144979,6.6170831,8.9196682,-.29067224,3.1314518,5.4340367,7.7366219,10.039207,.82886672,1.2610209,3.4808512,5.7824979,8.0850735,10.387658,.69135481,2.7095015,5.00769,7.3102307,9.6128149,1.5665725,3.8250751,6.1271887,8.4297695,10.732354,12.838408,10.275801,13.12908,T1 in.,T1 as.,Temporary exit,Temporary exit,New over-indebted,1
KOR9,Middle,Vanniyar,33,.40617621,58,1.7575756,KOR,2,Primary completed,Agri casual workers,HSC/Diploma (11th-12th),Agri casual workers,Agri casual workers,20.200001,95,Ur,33,0,1,0,.61052632,.025272332,.20916802,1,1,0,32.075344,45.629025,38.708767,.74057919,.84833646,1.2068075,.59360617,.29345968,9.9134378,10.404263,11.461632,7.7384882,10.968198,.73796761,3.0405526,5.3431377,7.6457229,-1.5646174,1.8091512,4.1117363,6.4143214,8.7169065,-.49343386,1.4016168,3.7042019,6.0067873,8.3093719,-.90096819,.20767206,1.4839001,3.7342708,6.0362906,8.33887,.57783014,2.508939,4.8049507,7.1074691,9.4100533,.39576367,2.1095841,4.3975005,6.6999359,9.0025196,11.661345,11.09741,12.154779,61.594936,.054850198,65.300003,1.0601522,KOR,53.037975,353.41772,Ur,22.481012,39.113922,.3649815,.63501847,.1847672,.1847672,.054850198,39.492535,70.70163,40.26902,.37994966,.56956279,1.0196617,.37994966,.56956279,10.878763,11.028335,12.775406,5.8676505,11.086747,-.60056442,1.7020206,4.0046058,6.3071909,-2.9031494,.61392647,2.9165115,5.2190967,7.5216818,-1.6886586,-.60056442,1.7020206,4.0046058,6.3071909,-2.9031494,.054822732,.52416742,2.4033759,4.6978359,7.000339,.18373173,1.3733606,3.6103902,5.912251,8.2148294,.054822732,.52416742,2.4033759,4.6978359,7.000339,11.779895,11.721482,13.468554,27.826088,.04996796,32.099998,1.1535937,KOR,32.608696,169.67392,Ur,27.173914,.65217394,.9765625,.0234375,.18918639,.074556924,.04996796,30.302891,55.361141,31.781057,.36832443,.57406795,1.0487797,.36832443,.42088425,10.392334,10.233729,12.041634,6.0650482,10.376612,-.69378817,1.608797,3.911382,6.2139673,-2.9963732,.63756257,2.9401476,5.242733,7.5453176,-1.6650225,-.69378817,1.608797,3.911382,6.2139673,-2.9963732,.049947191,.48092523,2.3118098,4.6046295,6.9071155,.18807565,1.3942027,3.6339927,5.9358869,8.2384653,.049947191,.48092523,2.3118098,4.6046295,6.9071155,11.069758,10.926876,12.734781,T1 in.,T1 as.,Lasting exit,Lasting exit,Never,1
KUV1,Dalits,SC,49,1.048913,81,1.6530613,KUV,2,Primary completed,Agri self-employed,Primary completed,Agri casual workers,Agri self-employed,35.799999,296.5,Colony,45,4,.91836733,.081632651,.27318719,.032445423,.091510206,1,1,1,36.593056,66.681938,43.267487,1.0160455,.64886367,1.1823961,.4506332,.31894648,10.485703,10.799576,12.599803,7.8226452,11.302204,-.088719673,2.2138655,4.5164504,6.8190355,-2.3913047,1.004987,3.3075721,5.6101575,7.9127421,-1.297598,2.3503394,4.6529245,6.9555097,9.2580948,.047754392,.091382965,.82005012,2.9099848,5.2096276,7.5121832,.26989844,1.7300643,4.0010543,6.303308,8.6058893,.91554087,3.0457513,5.3460946,7.6486568,9.9512415,11.995352,11.492723,13.29295,83.854431,.24419399,86.099998,1.0267793,KUV,43.911392,31.012659,Colony,13.63924,70.215195,.16265377,.8373462,2.7762856,2.7762856,.016476823,43.769878,31.418081,44.15715,.62504554,1.4054694,1.008848,.2544629,1.4054694,10.689929,11.336838,10.342151,3.4343956,11.363265,-1.8032154,.49936965,2.8019547,5.1045399,-4.1058006,3.323699,5.6262841,7.9288692,10.231454,1.021114,.89279276,3.1953778,5.497963,7.8005481,-1.4097923,.016476078,.16403165,1.2739872,3.4960215,5.7976961,1.7452228,4.0171704,6.3194346,8.622016,10.924602,.24182998,1.6254497,3.8889441,6.1911144,8.4936953,12.056412,12.029984,11.035298,71.134781,.35840452,377.39999,5.3054214,KUV,39.402176,368.8587,Colony,12.961957,58.172829,.18221685,.81778312,1.023156,1.023156,.14500633,41.434364,71.716652,72.265991,.71032619,1.0076599,1.7441077,.52536643,1.0076599,10.581576,11.172332,12.818169,5.9104137,12.841061,.37160715,2.6741924,4.9767776,7.2793627,-1.9309779,2.3254771,4.6280622,6.9306474,9.2332325,.022892013,1.2764921,3.5790772,5.8816624,8.184247,-1.026093,.14450291,1.1667402,3.3685265,5.6699367,7.9725099,.89765298,3.021004,5.3212333,7.6237946,9.9263792,.35114378,1.9885567,4.272419,6.5748115,8.8773947,13.534208,11.865479,13.511316,T1 in.,T3 as.,Temporary exit,Lasting exit,Lasting exit,1
KUV12,Dalits,SC,47,.96595746,125,2.6595745,KUV,1,Below primary,Non-agri casual workers,Below primary,Non-agri casual workers,Non-agri casual workers,48.900002,158,Colony,10,37,.21276596,.78723407,.79113925,.099364072,.11489363,1,1,1,36.088261,54.061203,50,.98852122,.9248777,1.3854921,.48614442,.46317288,10.797533,10.757903,11.97035,7.1372786,11.736069,.13883653,2.4414215,4.7440066,7.0465918,-2.1637485,2.0683038,4.3708887,6.6734738,8.976059,-.23428129,2.2679496,4.5705347,6.8731198,9.175705,-.03463548,.11464234,.98286796,3.1364572,5.4371729,7.7397394,.72573423,2.7654214,5.0640759,7.3666215,9.6692066,.85709584,2.9637654,5.2637086,7.566267,9.8688517,12.429216,11.45105,12.663498,105.94936,.023894863,64.199997,.60594982,KUV,81.645569,190.00002,Colony,5.6962028,100.25316,.053763442,.94623661,.33789471,.33789471,.023894863,47.318699,57.488972,40.041622,.28802809,.69650966,.84621143,.28802809,.69650966,11.310143,11.570717,12.154779,5.2470241,11.069758,-1.4315068,.87107843,3.1736636,5.4762487,-3.7340918,1.2175641,3.5201492,5.8227344,8.1253195,-1.0850209,-1.4315068,.87107843,3.1736636,5.4762487,-3.7340918,.023892591,.23673129,1.6053866,3.8672483,6.1694002,.33177447,1.9319218,4.2135153,6.5158839,8.8184662,.023892591,.23673129,1.6053866,3.8672483,6.1694002,11.762906,12.263864,12.847926,46.875,.1278398,53.5,1.1413333,KUV,35.81522,201.08696,Colony,19.02174,27.85326,.40579709,.59420288,.26605406,.26605406,.070652194,36.05624,58.586105,37.680611,.50375807,.6431663,1.0450511,.41340452,.6431663,10.486128,10.755239,12.211493,5.3037376,10.887437,-.34740105,1.9551841,4.2577691,6.5603542,-2.649986,.97852933,3.2811143,5.5836997,7.8862844,-1.3240558,.24560776,2.5481927,4.8507781,7.1533632,-2.0569773,.070593543,.65800136,2.6533024,4.9509664,7.2535019,.26301125,1.7052583,3.9746146,6.2768502,8.5794315,.12749413,1.0652111,3.2428663,5.5439405,7.8465104,11.580585,11.448387,12.90464,T1 in.,T1 as.,Lasting exit,Lasting exit,Lasting exit,1
KUV13,Middle,Vanniyar,110,.27200651,80,.72727275,KUV,2,Below primary,Non-agri self-employed,Below primary,Agri casual workers,Non-agri casual workers,41.400002,238,Ur,30,80,.27272728,.72727275,.33613446,.03281378,.099079415,0,0,0,47.9142,61.971546,43.088696,.64792752,.69529808,.89928865,.46273017,.32014894,10.631036,11.608235,12.380026,7.7989335,11.289782,-.0092484532,2.2933366,4.5959215,6.8985066,-2.3118336,1.2123411,3.5149262,5.8175111,8.1200962,-1.0902441,1.0006558,3.303241,5.6058259,7.908411,-1.3019292,.098918021,.87484908,2.9890208,5.2890944,7.5916543,.33010641,1.9269146,4.2082944,6.5106606,8.8132439,.26875931,1.725998,3.9967258,6.2989764,8.6015587,11.982929,12.301383,13.073174,120.25317,.50138909,162,1.347158,KUV,20.253164,96.075951,Ur,0,120.25317,0,1,1.6861659,1.6861659,.18590832,49.358902,45.800644,54.513618,.79443485,1.1902369,1.1044333,.57073295,1.1902369,9.9160662,11.697354,11.472895,4.5651388,11.995352,.62008345,2.9226685,5.2252536,7.5278387,-1.6825017,2.8250425,5.1276274,7.4302125,9.7327976,.52245724,1.6122122,3.9147973,6.2173824,8.5199671,-.69037288,.18485375,1.3787793,3.6165383,5.9184079,8.2209864,1.293785,3.5190678,5.8207836,8.1233597,10.425945,.48245391,2.3151588,4.6080441,6.9105306,9.2131147,12.688498,12.390502,12.166041,166.30435,.11554696,118.4,.71194768,KUV,108.96739,370.54346,Ur,0,166.30435,0,1,.31953067,.14702119,.031323802,54.992214,71.825676,49.104042,.48706415,.6836558,.89292717,.31522802,.52778858,11.598804,12.021575,12.822726,6.6912475,11.681824,-1.1607919,1.1417931,3.4443781,5.7469635,-3.463377,1.1616831,3.4642682,5.7668533,8.069438,-1.140902,.14450689,2.4470921,4.7496772,7.0522623,-2.1580782,.031318683,.30832943,1.8594978,4.1377802,6.4401131,.31432894,1.8784628,4.15766,6.4600029,8.7625856,.11529139,.98715037,3.1421063,5.442843,7.7454095,12.374971,12.714722,13.515873,T3 in.,T2 as.,Temporary entrance,Temporary entrance,Temporary entrance,1
KUV14,Middle,Vanniyar,68,.28235295,130,1.9117646,KUV,,Below primary,Non-agri casual workers,Below primary,Non-agri casual workers,Non-agri casual workers,36.84,369,Ur,8,60,.11764706,.88235295,.35230353,.35230353,.23823529,0,0,0,40.816551,71.725807,50.65797,.65604067,.70627254,1.2411134,.6199196,.70627254,10.514339,11.127263,12.818552,5.9107966,11.77529,.8680886,3.1706738,5.473259,7.7758441,-1.4344964,1.2593229,3.561908,5.8644929,8.167078,-1.0432621,1.0379877,3.3405728,5.643158,7.9457431,-1.2645974,.23603743,1.6026292,3.8642612,6.1664104,8.4689913,.34539497,1.9720296,4.2552567,6.5576425,8.8602257,.2787298,1.7611134,4.0340333,6.3363085,8.6388903,12.468437,11.82041,13.511699,31.645569,.18108809,72.800003,2.3004801,KUV,24.177216,242.08861,Ur,30.379747,1.2658228,.95999998,.039999999,.30071634,.11707278,.17288809,31.630371,62.324402,41.755188,.56575704,.66996533,1.3200979,.55708528,.48919871,10.093166,10.362353,12.397059,6.4326754,11.195471,.54747432,2.8500595,5.1526446,7.4552298,-1.7551107,1.1009973,3.4035823,5.7061672,8.0087528,-1.2015878,.59381342,2.8963985,5.1989837,7.5015688,-1.7087717,.17203818,1.3153719,3.5440419,5.8457999,8.1483765,.29635912,1.8207093,4.0970058,6.3993173,8.7018995,.18011269,1.3557128,3.5903072,5.8921385,8.1947155,11.888618,11.055501,13.090206,17.47826,.15615717,72.400002,4.1422887,KUV,15.489131,176.79347,Ur,16.304348,1.1739131,.93283582,.067164183,.40951738,.40951738,.078078583,25.951715,56.124878,41.678574,.53850198,.74260426,1.6060046,.42740932,.74260426,9.6478939,9.768713,12.082738,5.1749821,11.189961,-.24745443,2.0551307,4.3577156,6.6603007,-2.5500395,1.4098091,3.7123942,6.0149794,8.317564,-.89277595,.44569275,2.7482779,5.0508628,7.3534479,-1.8568923,.077999465,.71759409,2.7523537,5.0509038,7.3534484,.39885741,2.1175408,4.4056907,6.708128,9.0107117,.15552938,1.2284387,3.4424486,5.7440205,8.0465956,11.883109,10.461861,12.775885,T2 in.,T3 as.,Never,Never,Never,0
KUV15,Dalits,SC,40,1.31475,86,2.1500001,KUV,1,Below primary,Agri casual workers,Below primary,Public employment scheme workers (NREGA),Non-agri regular non-qualified workers,45.900002,210,Colony,12,28,.30000001,.69999999,.40952381,.065648854,.31475002,1,1,1,34.19952,59.43922,44.140049,1.0955051,.74260819,1.2906629,.68022919,.40340602,10.734221,10.596635,12.254863,7.1777825,11.362103,1.1466085,3.4491937,5.7517786,8.0543642,-1.1559765,1.4098248,3.71241,6.0149951,8.3175802,-.89276022,2.5762315,4.8788166,7.1814017,9.4839869,.2736465,.30977198,1.864086,4.1425929,6.4449286,8.7475109,.39886338,2.1175561,4.4057064,6.7081437,9.0107269,1.0874124,3.2708218,5.5719781,7.8745489,10.177135,12.05525,11.289782,12.94801,121.83544,.12987013,25.299999,.20765714,KUV,56.329113,14.525317,Colony,0,121.83544,0,1,1.7417864,1.7417864,0,49.574448,24.399179,29.356674,.50641096,1.2031828,.59217346,0,1.2031828,10.938967,11.710426,9.5836487,2.6758931,10.138559,,,,,,2.8574963,5.1600814,7.4626665,9.7652512,.55491126,.26136476,2.5639498,4.8665352,7.1691198,-2.0412204,0,0,0,0,0,1.3218155,3.5514665,5.8532367,8.1558142,10.458399,.12950781,1.077659,3.2585759,5.5596972,7.8622675,10.831707,12.403574,10.276795,145.65218,.050755545,50.5,.34671637,KUV,43.695652,282.01089,Colony,0,145.65218,0,1,.1790711,.1790711,.050755545,52.614525,65.577568,36.962708,.37024951,.5636487,.70251906,.37024951,.5636487,10.685004,11.888977,12.549701,5.6419458,10.829729,-.67814922,1.6244358,3.9270208,6.2296062,-2.9807343,.58261269,2.8851979,5.1877828,7.4903679,-1.7199724,-.67814922,1.6244358,3.9270208,6.2296062,-2.9807343,.050733779,.48795941,2.3271492,4.620265,6.9227543,.17812762,1.3459207,3.5791237,5.8809381,8.1835155,.050733779,.48795941,2.3271492,4.620265,6.9227543,11.522876,12.582124,13.242848,T1 in.,T2 as.,Lasting exit,Lasting exit,Lasting exit,1
KUV17,Dalits,SC,107,1.081817,155,1.4485981,KUV,.5,Below primary,Agri casual workers,Below primary,Agri casual workers,Non-agri regular qualified workers,56.200001,172.5,Colony,27,80,.25233644,.74766356,.89855075,.21453287,.28659683,1,1,1,47.474594,55.666813,53.716854,1.0265607,.96497089,1.1314863,.65931123,.59863847,10.936672,11.580585,12.058152,6.5827174,11.95118,1.0529063,3.3554914,5.6580763,7.9606614,-1.2496789,2.1956131,4.498198,6.8007832,9.1033688,-.10697209,2.3812273,4.6838121,6.9863973,9.2889824,.078642063,.28281173,1.7751876,4.0489426,6.3512268,8.6538086,.80778933,2.8918424,5.1913762,7.4939308,9.7965155,.93806022,3.0765038,5.3769808,7.6795449,9.9821301,12.644327,12.273731,12.7513,66,.14096664,101.2,1.5333333,KUV,20.253164,62.151897,Colony,8.2278481,57.772152,.12466437,.87533563,1.6282688,1.6282688,.14096664,40.412399,39.611214,46.600815,.52044171,1.1764551,1.1531316,.52044171,1.1764551,9.9160662,11.09741,11.037336,4.1295815,11.524854,.34335309,2.6459382,4.9485235,7.2511082,-1.959232,2.7901025,5.0926876,7.3952727,9.6978579,.48751739,.34335309,2.6459382,4.9485235,7.2511082,-1.959232,.1405039,1.1435877,3.3403411,5.6416831,7.9442558,1.2638712,3.4841912,5.7858443,8.0884199,10.391005,.1405039,1.1435877,3.3403411,5.6416831,7.9442558,12.218001,11.790557,11.730484,7.0434785,2.7764993,94.699997,13.445061,KUV,16.847826,197.33696,Colony,5.8695655,1.1739131,.83333331,.16666667,.47988978,.47988978,2.7174563,19.168835,58.219635,45.580944,1.4055054,.78291357,2.3778672,1.3954711,.78291357,9.7319765,8.8598576,12.192668,5.2849126,11.458469,3.3022814,5.6048665,7.9074516,10.210036,.99969625,1.5683862,3.8709714,6.1735563,8.4761419,-.73419881,3.323776,5.6263609,7.928946,10.231531,1.0211909,1.7250975,3.9957669,6.298017,8.6005983,10.903184,.46315277,2.2722166,4.5642271,6.8667045,9.1692886,1.7452952,4.0172472,6.3195114,8.6220932,10.924679,12.151616,9.5530043,12.885816,T3 in.,T2 as.,Temporary exit,Temporary exit,Temporary exit,1
KUV18,Middle,Vanniyar,34,.19029412,40,1.1764706,KUV,1.5,High school (8th-10th),Non-agri casual workers,Below primary,No occupation,Non-agri casual workers,21.200001,100.5,Ur,19,15,.55882353,.44117647,.39800996,.022850614,.13147058,0,0,0,32.396118,46.493118,34.19952,.57518619,.73558235,1.0556672,.50848269,.28376967,9.9617567,10.434115,11.517913,7.4676566,10.596635,.27361286,2.5761979,4.8787832,7.1813684,-2.0289721,1.3813069,3.683892,5.9864769,8.2890625,-.92127824,.64340073,2.9459858,5.2485709,7.551156,-1.6591845,.13109475,1.0873855,3.2707884,5.5719447,7.8745155,.38818699,2.0898747,4.3771968,6.679626,8.9822092,.18916395,1.3993675,3.6398225,5.9417248,8.2443027,11.289782,11.127263,12.211061,66.455696,.15208986,34.900002,.52516192,KUV,69.746834,36.835445,Ur,0,66.455696,0,1,.94745708,.94745708,.0092327148,40.505196,33.272747,32.679482,.53378546,.98216969,.80679727,.20978598,.98216969,11.152627,11.104291,10.514215,3.6064606,10.460242,-2.382417,-.079831965,2.222753,4.5253382,-4.6850023,2.2486115,4.5511966,6.8537817,9.1563663,-.053973645,.41930133,2.7218864,5.0244718,7.3270569,-1.8832837,.0092325835,.092196479,.82606471,2.9188204,5.2185149,.84372789,2.9445322,5.2443714,7.5469289,9.849514,.15150954,1.2063,3.4161127,5.7176294,8.0202036,11.153389,11.797438,11.207363,33.847824,.88475055,263.39999,7.7818885,KUV,39.130432,282.11954,Ur,32.608696,1.2391304,.96339118,.036608864,.9336468,.52731586,.88475055,32.347713,65.585983,64.102051,.96000528,.9773742,1.9816563,.96000528,.80789876,10.574656,10.42963,12.550086,6.2136292,12.481429,2.1801355,4.4827204,6.785306,9.0878906,-.12244955,2.233928,4.5365129,6.839098,9.1416836,-.06865707,2.1801355,4.4827204,6.785306,9.0878906,-.12244955,.79748905,2.8764613,5.1758995,7.4784532,9.7810383,.83366811,2.9299309,5.2296891,7.5322456,9.8348303,.79748905,2.8764613,5.1758995,7.4784532,9.7810383,13.174576,11.122777,13.243234,T1 in.,T1 as.,New over-indebted,New over-indebted,New over-indebted,1
KUV19,Dalits,SC,52,.35200006,47,.90384614,KUV,.5,Below primary,Non-agri casual workers,Below primary,Non-agri casual workers,Non-agri casual workers,41.299999,133,Colony,18,34,.34615386,.65384614,.35338345,.068814054,.050076924,1,0,0,37.325111,51.044685,36.088261,.70606971,.70699346,.96686274,.36859199,.40978783,10.628618,10.858999,11.798104,6.526495,10.757903,-.69160986,1.6109751,3.9135604,6.2161455,-2.994195,1.2623836,3.5649686,5.8675537,8.1701384,-1.0402015,1.2584611,3.5610461,5.8636312,8.1662169,-1.0441239,.050056018,.48189977,2.3139458,4.6068072,6.9092937,.34641337,1.9749742,4.258316,6.5607028,8.863286,.34510875,1.9712006,4.254395,6.5567803,8.8593636,11.45105,11.552146,12.491252,75.569618,.066745661,65.199997,.86278063,KUV,116.64557,263.10129,Colony,5.6962028,69.873421,.075376883,.92462313,.2478133,.2478133,.066745661,42.278126,64.077812,40.248451,.40564021,.62811846,.95199233,.40564021,.62811846,11.666895,11.23281,12.480294,5.5725389,11.085215,-.40428087,1.8983042,4.2008891,6.5034742,-2.706866,.90750545,3.2100906,5.5126758,7.8152609,-1.3950796,-.40428087,1.8983042,4.2008891,6.5034742,-2.706866,.066696204,.62580228,2.5970163,4.8940926,7.1966219,.2453445,1.6390792,3.9036446,6.2058268,8.5084076,.066696204,.62580228,2.5970163,4.8940926,7.1966219,11.778362,11.925957,13.173442,127.47826,.12811947,56.299999,.44164395,KUV,86.95652,556.90216,Colony,20.869566,106.6087,.16371077,.83628923,.10109495,.10109495,.05549277,50.328274,82.273438,38.32682,.50412518,.46584684,.7615366,.38142762,.46584684,11.373163,11.755701,13.230145,6.3223896,10.93845,-.58891743,1.7136676,4.016253,6.3188376,-2.8915026,.010889981,2.3134751,4.6160603,6.9186454,-2.2916951,.24779299,2.5503781,4.8529634,7.1555481,-2.0547922,.055464327,.52979368,2.4148359,4.7094812,7.0119858,.10092354,.88909489,3.0090594,5.3092318,7.6117926,.12777153,1.0669329,3.2450449,5.5461254,7.8486958,11.631597,12.448849,13.923292,T1 in.,T1 as.,Lasting exit,Never,Never,1
KUV2,Middle,Vanniyar,31,.74483871,60,1.9354838,KUV,1,Below primary,Agri casual workers,Below primary,Public employment scheme workers (NREGA),Agri casual workers,51.400002,120,Ur,28,3,.90322578,.096774191,.5,.049180325,.16419356,1,1,1,31.413807,49.324242,39.148678,.90647137,.79370052,1.2462251,.54758561,.3663789,10.847393,10.341743,11.695247,7.106606,11.0021,.49587578,2.798461,5.1010461,7.4036312,-1.8067093,1.6094379,3.9120231,6.2146082,8.5171928,-.69314718,2.0079975,4.3105826,6.6131678,8.9157524,-.29458758,.16346461,1.2710018,3.4925342,5.7942023,8.0967779,.48121181,2.3124382,4.6052704,6.9077563,9.2103405,.68901306,2.7056208,5.0037746,7.3063154,9.6089001,11.695247,11.034889,12.388394,120.56962,.26852617,100.4,.8327139,KUV,42.278481,34.208858,Ur,0,120.56962,0,1,2.9349124,2.9349124,0,49.402164,32.462318,46.477695,.64515221,1.4317429,.94080281,0,1.4317429,10.652034,11.699983,10.44024,3.5324845,11.516917,,,,,,3.3792627,5.6818476,7.9844327,10.287018,1.0766777,.98777819,3.2903633,5.5929484,7.8955336,-1.3148069,0,0,0,0,0,1.7976605,4.0727,6.3749981,8.6775799,10.980165,.26539952,1.7139207,3.9838569,6.286099,8.5886803,12.210065,12.393129,11.133388,40.760868,.069339447,20.1,.49312001,KUV,44.510872,151.41304,Ur,0,40.760868,0,1,.13274947,.13274947,.069339447,34.415001,53.299252,27.189341,.41082808,.51012617,.79004329,.41082808,.51012617,10.703488,10.615478,11.927767,5.0200114,9.9084749,-.36615619,1.9364289,4.2390141,6.5415993,-2.6687412,.28329343,2.5858786,4.8884635,7.1910486,-2.0192916,-.36615619,1.9364289,4.2390141,6.5415993,-2.6687412,.069284,.64724672,2.6347356,4.9322133,7.2347469,.13236263,1.0951041,3.2804415,5.581625,7.8841958,.069284,.64724672,2.6347356,4.9322133,7.2347469,10.601623,11.308625,12.620914,T1 in.,T1 as.,Lasting exit,Lasting exit,Lasting exit,1
